id,z,t0,x0,x1,c
0,0.6010799211425647,65.20560088546529,2.906982551542734e-06,2.9999993207939415,-0.08806830556210199
1,0.7858414387298686,-22.47903645066404,7.887589879385613e-06,-1.7900851845278982,-0.4999987184673563
2,0.6789129408581372,25.3829149480989,1.2753388048868108e-05,2.999999981628047,0.15539113578422414
3,0.5434197216940476,66.68184032440877,2.6666344152914776e-06,0.3099186352558565,0.3543926568637248
4,0.6620573948821207,56.74218487100134,1.867837796512518e-06,-2.4472426150663775,0.4549159359546139
5,0.8504887342557035,43.26854658027267,1.4318497506514427e-06,-2.6725664842562056,0.27405815682845336
6,0.6696707110776803,-0.428534844758218,7.069690481948049e-06,1.072017277818361,-0.03818838128751878
7,0.579198461069622,77.14583944367345,8.483731213676949e-07,2.617041502873258,0.13494959701948062
8,0.6900016833307133,22.95462185592055,1.2531851853515331e-06,2.9999956799734493,0.499999995739992
9,0.6768278745891813,37.084404301228204,1.4084634871965908e-06,2.9999998304742874,0.11057441275693347
10,0.744803993792292,55.68760902758444,2.8173789537479493e-06,-1.5204417105124222,0.2056812856860708
11,1.1155833542246527,15.94417799058931,9.222034037092292e-07,2.999998098208744,-0.3632287922074446
12,0.6763587103917692,53.63408288046418,1.98430306845381e-06,-1.1458008363547325,0.051585356284836625
13,0.6800425655490895,71.30039512483674,3.197555362933948e-06,2.9999999971535383,-0.1823196011034638
14,0.8533134312062544,-9.610244069794248,2.724180006949623e-06,-1.3042787853824889,-0.27326701956171257
15,0.71264818915811,62.92737392887494,5.120096434757483e-06,2.999996729762924,0.011885669209115268
16,0.7869009157177311,2.4944124700072052,3.485236109509234e-06,-0.8256293760484974,-0.04973525875220863
17,0.72068491891353,53.5073214079726,2.058821395683119e-06,-1.0640437921783827,0.13296458795342592
18,0.7657364943140638,51.60715552134664,1.6355844926099587e-06,1.002931241223111,0.26959064556691004
19,0.7026800980456,56.12583734960637,6.897596140774832e-06,2.9999998721828938,-0.07048909160443717
20,0.6698903016155747,51.41268971330993,8.853635627486482e-07,2.9999984661012435,0.22456216300045195
21,0.815895756374852,19.877786344571064,5.134767524346117e-06,1.282896480554613,0.021419210320851256
22,0.8424063448643226,6.898739972520772,1.0900411624239787e-06,-1.4808070230001442,0.3127384350838023
