mjd filter flux flux_error zp zpsys
0.0 desg 1.567 1.489 27.5 ab
0.01599999999598367 desr -0.3057 1.132 27.5 ab
0.0349999999962165 desi -0.5759 1.974 27.5 ab
0.05899999999382999 desz -1.647 2.489 27.5 ab
1.0429999999978463 desg -2.234 1.702 27.5 ab
1.05899999999383 desr 1.64 1.336 27.5 ab
10.754000000000815 desi -1.762 9.885 27.5 ab
10.784999999996217 desz 3.905 3.968 27.5 ab
10.93399999999383 desg 1.796 4.947 27.5 ab
10.945999999996275 desr 0.6939 2.381 27.5 ab
13.81699999999546 desg -7.901 8.829 27.5 ab
13.820999999996275 desr -0.5846 3.394 27.5 ab
13.843999999997322 desi 2.392 3.853 27.5 ab
13.875 desz 3.201 3.086 27.5 ab
25.879000000000815 desg 0.08098 1.752 27.5 ab
25.8949999999968 desr -0.1117 1.213 27.5 ab
25.906999999999243 desi -0.193 2.023 27.5 ab
25.937999999994645 desz -1.596 2.251 27.5 ab
33.879000000000815 desg -0.3106 2.075 27.5 ab
33.90299999999843 desr 1.525 1.274 27.5 ab
33.92199999999866 desi 1.977 1.799 27.5 ab
33.945999999996275 desz -1.056 2.29 27.5 ab
40.80500000000029 desg 3.437 4.851 27.5 ab
40.812999999994645 desr 0.1595 2.114 27.5 ab
40.82799999999406 desi 4.788 3.06 27.5 ab
40.86000000000058 desz 4.93 2.585 27.5 ab
41.945999999996275 desg 10.75 6.495 27.5 ab
41.96099999999569 desr 2.6 2.702 27.5 ab
41.97699999999895 desi 0.04871 5.084 27.5 ab
44.754000000000815 desz 1.106 2.062 27.5 ab
44.86000000000058 desg -1.882 3.056 27.5 ab
44.875 desr 1.707 1.736 27.5 ab
44.890999999995984 desi -2.166 2.654 27.5 ab
55.757999999994354 desg 2.211 1.379 27.5 ab
55.7699999999968 desr 11.41 0.9323 27.5 ab
55.78899999999703 desi 7.045 1.423 27.5 ab
55.812999999994645 desz 9.544 2.217 27.5 ab
63.76199999999517 desg 3.56 2.675 27.5 ab
63.77399999999761 desr 17.67 1.541 27.5 ab
63.792999999997846 desi 14.8 2.408 27.5 ab
63.81699999999546 desz 13.63 2.449 27.5 ab
69.84399999999732 desg 11.2 4.224 27.5 ab
69.86000000000058 desr 18.54 1.898 27.5 ab
70.82799999999406 desi 12.15 2.793 27.5 ab
70.86000000000058 desz 19.81 2.999 27.5 ab
73.80899999999383 desg 1.754 6.63 27.5 ab
73.81699999999546 desr 11.98 2.904 27.5 ab
73.82799999999406 desi 13.21 3.415 27.5 ab
73.86000000000058 desz 7.506 2.962 27.5 ab
84.75799999999435 desg 1.644 1.461 27.5 ab
84.7699999999968 desr 5.662 0.9842 27.5 ab
84.78899999999703 desi 8.925 1.595 27.5 ab
84.81299999999464 desz 6.636 2.581 27.5 ab
92.76199999999517 desg 1.745 2.749 27.5 ab
92.77399999999761 desr 0.9243 1.648 27.5 ab
92.79299999999785 desi 12.54 2.732 27.5 ab
92.81699999999546 desz 6.652 2.984 27.5 ab
100.77399999999761 desg -6.457 3.251 27.5 ab
100.78899999999703 desr 0.4285 2.099 27.5 ab
101.72299999999814 desi 0.3339 2.354 27.5 ab
101.74599999999919 desz 10.26 2.435 27.5 ab
102.76199999999517 desg -1.489 3.835 27.5 ab
102.77399999999761 desr 1.574 1.815 27.5 ab
102.78899999999703 desi 5.561 3.162 27.5 ab
102.81699999999546 desz 13.13 4.866 27.5 ab
103.76199999999517 desg -1.396 3.35 27.5 ab
103.77399999999761 desr -0.4531 1.761 27.5 ab
103.78899999999703 desi 7.412 3.062 27.5 ab
103.81699999999546 desz 13.27 4.787 27.5 ab
