mjd filter flux flux_error zp zpsys
0.0 desg -17.78 15.92 27.5 ab
0.012000000002444722 desr 9.149 6.05 27.5 ab
0.027999999998428393 desz 1.6 15.39 27.5 ab
0.9570000000021537 desi -9.442 9.192 27.5 ab
1.1639999999970314 desg 3.163 4.101 27.5 ab
1.1759999999994761 desr -24.23 15.17 27.5 ab
1.1919999999954598 desz -27.77 40.86 27.5 ab
7.1489999999976135 desg -11.65 15.03 27.5 ab
7.156999999999243 desr -1.743 5.492 27.5 ab
7.163999999997031 desi 6.716 9.413 27.5 ab
7.171999999998661 desz -5.249 5.801 27.5 ab
8.171999999998661 desg -26.87 14.06 27.5 ab
8.184000000001106 desr -2.977 7.252 27.5 ab
8.19999999999709 desi -5.859 12.95 27.5 ab
8.921999999998661 desz 0.8141 7.133 27.5 ab
9.167999999997846 desg -8.173 13.68 27.5 ab
9.180000000000291 desr -0.6635 6.672 27.5 ab
9.195999999996275 desi 6.041 12.39 27.5 ab
10.152999999998428 desg 0.9121 11.66 27.5 ab
10.167999999997846 desr -0.8504 6.018 27.5 ab
10.180000000000291 desi 12.95 10.47 27.5 ab
10.195999999996275 desz -8.141 5.792 27.5 ab
14.148999999997613 desg -2.597 9.637 27.5 ab
14.163999999997031 desr 3.925 4.66 27.5 ab
14.175999999999476 desi 2.21 6.641 27.5 ab
14.19199999999546 desz 0.7981 6.749 27.5 ab
15.163999999997031 desg -1.849 7.809 27.5 ab
15.175999999999476 desr 0.2573 3.728 27.5 ab
15.19199999999546 desi -2.805 6.08 27.5 ab
15.925999999999476 desz -10.7 7.013 27.5 ab
16.19199999999546 desg -12.01 11.82 27.5 ab
16.90299999999843 desr -1.608 4.311 27.5 ab
16.911000000000058 desi 2.527 5.466 27.5 ab
17.19199999999546 desg 0.787 10.62 27.5 ab
21.898999999997613 desz -7.694 8.328 27.5 ab
22.17199999999866 desg 1.76 4.2 27.5 ab
22.18800000000192 desr 5.616 3.299 27.5 ab
22.890999999995984 desi 7.905 7.035 27.5 ab
23.161000000000058 desg -6.373 4.124 27.5 ab
23.17199999999866 desr 8.266 3.228 27.5 ab
23.898999999997613 desz 4.733 5.012 27.5 ab
24.17199999999866 desg 1.07 4.228 27.5 ab
24.906999999999243 desr 1.125 2.383 27.5 ab
24.92199999999866 desi 3.838 3.886 27.5 ab
26.07499999999709 desg 0.5408 2.979 27.5 ab
26.082000000002154 desz -2.556 4.386 27.5 ab
27.156999999999243 desr -0.1134 2.373 27.5 ab
27.167999999997846 desi 2.986 4.229 27.5 ab
37.004000000000815 desg 10.52 12.64 27.5 ab
37.0199999999968 desz 3.655 5.984 27.5 ab
37.125 desr 13.14 7.782 27.5 ab
37.13300000000163 desi -1.233 12.62 27.5 ab
40.11800000000221 desg 1.511 10.09 27.5 ab
40.125 desr -1.469 4.185 27.5 ab
40.13300000000163 desi 10.43 7.035 27.5 ab
40.140999999995984 desz 10.97 4.898 27.5 ab
54.004000000000815 desg 4.367 3.329 27.5 ab
54.02399999999761 desr 20.42 2.293 27.5 ab
54.042999999997846 desi 13.15 4.505 27.5 ab
54.05500000000029 desz 11.17 5.332 27.5 ab
62.05500000000029 desg 5.459 6.297 27.5 ab
62.06300000000192 desr 31.08 3.397 27.5 ab
62.06699999999546 desi 10.64 5.826 27.5 ab
62.07499999999709 desz 16.13 5.055 27.5 ab
67.05099999999948 desg -3.75 11.8 27.5 ab
67.06699999999546 desr 42.04 6.242 27.5 ab
67.96099999999569 desi 15.98 7.092 27.5 ab
67.97699999999895 desz 24.32 5.445 27.5 ab
70.94999999999709 desg -5.57 11.66 27.5 ab
70.9539999999979 desr 25.9 4.885 27.5 ab
71.04299999999785 desi 21.42 5.622 27.5 ab
71.05099999999948 desz 25.39 5.184 27.5 ab
82.90299999999843 desg 6.958 2.509 27.5 ab
82.90699999999924 desr 28.13 1.782 27.5 ab
82.92199999999866 desi 21.01 2.556 27.5 ab
82.93800000000192 desz 30.92 3.983 27.5 ab
90.90699999999924 desg 0.9428 7.575 27.5 ab
90.91799999999785 desr 28.52 3.032 27.5 ab
90.94199999999546 desi 28.68 5.058 27.5 ab
90.96499999999651 desz 33.43 5.47 27.5 ab
98.8949999999968 desg 10.29 6.18 27.5 ab
98.90299999999843 desr 25.92 2.559 27.5 ab
98.91100000000006 desi 24.6 3.696 27.5 ab
98.92199999999866 desz 34.15 4.447 27.5 ab
106.89899999999761 desg 6.815 3.369 27.5 ab
106.90699999999924 desr 22.44 2.464 27.5 ab
106.92199999999866 desi 25.08 4.085 27.5 ab
106.93800000000192 desz 25.46 6.803 27.5 ab
114.91399999999703 desg 3.874 3.714 27.5 ab
114.9340000000011 desr 22.37 3.053 27.5 ab
115.91399999999703 desi 20.53 2.968 27.5 ab
115.93000000000029 desz 33.56 3.806 27.5 ab
123.89099999999598 desg 4.756 7.145 27.5 ab
123.90699999999924 desr 9.627 3.787 27.5 ab
124.90699999999924 desi 17.15 6.003 27.5 ab
126.87900000000081 desz 30.89 5.059 27.5 ab
128.875 desg -0.6362 6.835 27.5 ab
128.87900000000081 desr 16.73 3.96 27.5 ab
128.88700000000244 desi 30.81 6.714 27.5 ab
129.875 desz 34.65 6.135 27.5 ab
