mjd filter flux flux_error zp zpsys
0.0 desg -3.781 9.405 27.5 ab
0.006999999997788109 desr 9.255 7.174 27.5 ab
0.014999999999417923 desi 10.97 6.836 27.5 ab
0.023000000001047738 desz 13.9 7.923 27.5 ab
1.9839999999967404 desg 5.604 4.014 27.5 ab
2.0 desr -3.471 3.175 27.5 ab
2.006999999997788 desi -0.275 4.395 27.5 ab
2.014999999999418 desz -0.2313 4.963 27.5 ab
9.959999999999127 desg 5.319 17.95 27.5 ab
10.10099999999511 desr -3.483 3.995 27.5 ab
10.10899999999674 desi 8.765 8.134 27.5 ab
10.123999999996158 desz 6.504 5.394 27.5 ab
15.956999999994878 desg 1.223 4.678 27.5 ab
15.968000000000757 desr -3.841 2.752 27.5 ab
15.98399999999674 desi -0.6849 4.627 27.5 ab
16.0 desz -2.238 4.463 27.5 ab
29.0 desg 10.85 4.381 27.5 ab
29.006999999997788 desr 21.0 3.493 27.5 ab
29.014999999999418 desi 7.644 6.252 27.5 ab
29.0309999999954 desz 13.68 5.959 27.5 ab
37.00699999999779 desg 8.838 2.705 27.5 ab
37.01499999999942 desr 21.95 2.233 27.5 ab
37.02300000000105 desi 14.02 2.657 27.5 ab
37.03899999999703 desz 9.442 3.435 27.5 ab
42.90199999999459 desg 9.044 6.278 27.5 ab
42.91700000000128 desr 26.31 5.115 27.5 ab
42.924999999995634 desi 8.656 5.585 27.5 ab
42.92899999999645 desz 24.73 7.721 27.5 ab
44.08199999999488 desg -0.4632 7.741 27.5 ab
44.08499999999913 desr 8.454 5.712 27.5 ab
44.09300000000076 desi 0.9828 16.99 27.5 ab
44.10099999999511 desz 31.73 8.09 27.5 ab
50.04599999999482 desg 11.6 12.35 27.5 ab
50.05399999999645 desr 24.66 5.595 27.5 ab
50.06999999999971 desi 6.086 12.03 27.5 ab
50.08199999999488 desz 10.09 6.654 27.5 ab
51.06999999999971 desg 25.74 17.22 27.5 ab
51.08199999999488 desr 11.37 8.071 27.5 ab
51.09700000000157 desi 28.75 15.07 27.5 ab
51.10899999999674 desz 13.03 8.905 27.5 ab
52.08499999999913 desg 6.32 13.83 27.5 ab
52.08899999999994 desr 10.46 6.413 27.5 ab
52.09700000000157 desi 26.42 11.21 27.5 ab
52.104999999995925 desz 21.48 6.172 27.5 ab
53.05399999999645 desg -3.377 9.78 27.5 ab
53.06999999999971 desr 12.35 4.955 27.5 ab
53.08499999999913 desi 2.944 9.659 27.5 ab
53.08899999999994 desz 14.78 5.315 27.5 ab
57.05399999999645 desg 1.056 6.869 27.5 ab
57.06999999999971 desr 9.624 3.92 27.5 ab
57.08199999999488 desi 17.31 7.258 27.5 ab
57.08899999999994 desz 26.89 7.001 27.5 ab
58.06999999999971 desg 2.675 6.538 27.5 ab
58.08199999999488 desr 15.56 4.268 27.5 ab
58.08899999999994 desi 5.262 6.0 27.5 ab
58.09700000000157 desz 16.16 7.812 27.5 ab
59.10099999999511 desg 12.08 26.75 27.5 ab
59.10899999999674 desr 15.74 40.68 27.5 ab
59.112999999997555 desi 71.1 43.85 27.5 ab
59.12799999999697 desz -42.28 25.68 27.5 ab
60.112999999997555 desg 75.77 41.37 27.5 ab
60.12799999999697 desr -1.365 13.69 27.5 ab
60.13999999999942 desi 19.99 7.946 27.5 ab
64.83899999999994 desz 12.77 7.826 27.5 ab
65.12099999999919 desg 6.443 4.5 27.5 ab
65.83899999999994 desr 6.49 4.111 27.5 ab
65.84300000000076 desi 20.38 6.63 27.5 ab
66.08499999999913 desg 2.88 4.062 27.5 ab
66.08899999999994 desz 15.3 6.063 27.5 ab
67.10499999999593 desg 0.8765 13.78 27.5 ab
67.12099999999919 desr 5.448 10.11 27.5 ab
67.83899999999994 desi 13.69 3.709 27.5 ab
67.84700000000157 desz 14.28 4.304 27.5 ab
69.01900000000023 desg -1.298 2.99 27.5 ab
69.02699999999459 desr 5.709 2.29 27.5 ab
75.97200000000157 desi 13.78 4.925 27.5 ab
75.98399999999674 desz 10.73 4.023 27.5 ab
79.93699999999808 desg -14.63 10.62 27.5 ab
79.95300000000134 desr -1.087 5.056 27.5 ab
82.84700000000157 desi 6.415 6.09 27.5 ab
82.85499999999593 desz 10.42 4.622 27.5 ab
83.05399999999645 desg -4.356 7.74 27.5 ab
83.06999999999971 desr 3.978 3.923 27.5 ab
96.0 desg 9.493 3.591 27.5 ab
96.00699999999779 desr 2.457 2.731 27.5 ab
96.01499999999942 desi -4.883 4.263 27.5 ab
96.0309999999954 desz 8.905 5.015 27.5 ab
104.01499999999942 desg 10.12 6.355 27.5 ab
104.96800000000076 desr -0.7645 3.13 27.5 ab
104.97999999999593 desi 0.5455 5.039 27.5 ab
104.99599999999919 desz 13.09 4.113 27.5 ab
110.00299999999697 desg 26.23 12.56 27.5 ab
110.87799999999697 desr 0.9237 5.047 27.5 ab
110.88999999999942 desi -0.172 8.734 27.5 ab
110.89800000000105 desz 0.4064 5.622 27.5 ab
113.90199999999459 desg 19.76 11.42 27.5 ab
119.85099999999511 desr -0.5994 2.411 27.5 ab
119.85899999999674 desi 6.695 3.553 27.5 ab
119.86699999999837 desz 1.918 3.96 27.5 ab
125.85499999999593 desg 2.718 2.546 27.5 ab
127.91399999999703 desr 3.273 3.208 27.5 ab
127.92499999999563 desi -2.436 4.304 27.5 ab
127.93299999999726 desz 6.933 5.391 27.5 ab
133.85899999999674 desg -0.5965 9.602 27.5 ab
139.87799999999697 desr -1.105 4.57 27.5 ab
139.88999999999942 desi 12.95 7.974 27.5 ab
139.89800000000105 desz -8.053 6.369 27.5 ab
141.84700000000157 desg -0.8914 11.45 27.5 ab
148.8509999999951 desr -1.97 2.796 27.5 ab
148.85899999999674 desi 5.006 4.172 27.5 ab
148.86699999999837 desz 6.122 4.752 27.5 ab
149.8509999999951 desg -1.896 3.7 27.5 ab
157.85499999999593 desr 0.3375 3.079 27.5 ab
157.86699999999837 desi 0.8923 5.007 27.5 ab
158.85499999999593 desz -1.032 4.039 27.5 ab
159.85499999999593 desg 1.239 3.552 27.5 ab
