mjd filter flux flux_error zp zpsys
0.0 desg 4.675 4.013 27.5 ab
0.01600000000325963 desr 0.6714 3.174 27.5 ab
0.023000000001047738 desi 1.634 4.395 27.5 ab
0.031000000002677552 desz 2.436 4.963 27.5 ab
7.9760000000023865 desg 4.832 17.95 27.5 ab
8.11699999999837 desr -5.821 3.996 27.5 ab
8.125 desi 16.67 8.138 27.5 ab
8.139999999999418 desz 1.339 5.393 27.5 ab
13.972999999998137 desg -5.61 4.679 27.5 ab
13.984000000004016 desr -0.9995 2.751 27.5 ab
14.0 desi -8.294 4.63 27.5 ab
14.01600000000326 desz 0.3976 4.462 27.5 ab
27.01600000000326 desg -5.418 4.366 27.5 ab
27.023000000001048 desr 3.537 3.459 27.5 ab
27.031000000002678 desi -7.54 6.248 27.5 ab
27.04699999999866 desz -5.593 5.953 27.5 ab
35.02300000000105 desg 0.4841 2.681 27.5 ab
35.03100000000268 desr 0.05463 2.171 27.5 ab
35.03900000000431 desi 0.6248 2.633 27.5 ab
35.05500000000029 desz -2.021 3.426 27.5 ab
40.917999999997846 desg -2.772 6.268 27.5 ab
40.93300000000454 desr 1.379 5.078 27.5 ab
40.940999999998894 desi -5.427 5.577 27.5 ab
40.94499999999971 desz 1.646 7.705 27.5 ab
42.09799999999814 desg 5.74 7.73 27.5 ab
42.10100000000239 desr -0.9458 5.695 27.5 ab
42.109000000004016 desi -5.049 16.98 27.5 ab
42.11699999999837 desz -2.51 8.065 27.5 ab
48.06199999999808 desg 13.27 12.35 27.5 ab
48.06999999999971 desr 2.588 5.569 27.5 ab
48.08600000000297 desi 7.57 12.02 27.5 ab
48.09799999999814 desz 7.077 6.649 27.5 ab
49.08600000000297 desg 18.54 17.21 27.5 ab
49.09799999999814 desr 3.564 8.064 27.5 ab
49.11300000000483 desi -1.841 15.06 27.5 ab
49.125 desz 9.346 8.901 27.5 ab
50.10100000000239 desg -19.73 13.83 27.5 ab
50.1050000000032 desr 9.322 6.408 27.5 ab
50.11300000000483 desi 1.84 11.2 27.5 ab
50.120999999999185 desz 3.922 6.157 27.5 ab
51.06999999999971 desg -13.48 9.784 27.5 ab
51.08600000000297 desr 6.259 4.947 27.5 ab
51.10100000000239 desi -5.524 9.657 27.5 ab
51.1050000000032 desz -0.5536 5.305 27.5 ab
55.06999999999971 desg 9.822 6.891 27.5 ab
55.08600000000297 desr 18.74 3.935 27.5 ab
55.09799999999814 desi 13.15 7.256 27.5 ab
55.1050000000032 desz 6.995 6.983 27.5 ab
56.08600000000297 desg 29.98 6.586 27.5 ab
56.09799999999814 desr 17.03 4.276 27.5 ab
56.1050000000032 desi 13.93 6.006 27.5 ab
56.11300000000483 desz 8.258 7.807 27.5 ab
57.11699999999837 desg 48.48 26.8 27.5 ab
57.125 desr 8.412 40.69 27.5 ab
57.129000000000815 desi -38.19 43.84 27.5 ab
57.14400000000023 desz -51.07 25.69 27.5 ab
58.129000000000815 desg 68.35 41.4 27.5 ab
58.14400000000023 desr 27.9 13.71 27.5 ab
58.15600000000268 desi 30.1 7.96 27.5 ab
62.8550000000032 desz 31.09 7.845 27.5 ab
63.137000000002445 desg 16.26 4.54 27.5 ab
63.8550000000032 desr 30.07 4.157 27.5 ab
63.859000000004016 desi 26.22 6.64 27.5 ab
64.10100000000239 desg 14.4 4.104 27.5 ab
64.1050000000032 desz 22.21 6.071 27.5 ab
65.12099999999919 desg 51.58 13.86 27.5 ab
65.13700000000244 desr 29.51 10.14 27.5 ab
65.8550000000032 desi 20.99 3.726 27.5 ab
65.86300000000483 desz 22.1 4.316 27.5 ab
67.03500000000349 desg 8.463 3.029 27.5 ab
67.04299999999785 desr 21.49 2.34 27.5 ab
73.98800000000483 desi 19.82 4.937 27.5 ab
74.0 desz 21.1 4.038 27.5 ab
77.95300000000134 desg -6.49 10.62 27.5 ab
77.9690000000046 desr 22.77 5.08 27.5 ab
80.86300000000483 desi 12.22 6.097 27.5 ab
80.87099999999919 desz 11.76 4.624 27.5 ab
81.06999999999971 desg 1.324 7.744 27.5 ab
81.08600000000297 desr 20.39 3.948 27.5 ab
94.01600000000326 desg 0.94 3.59 27.5 ab
94.02300000000105 desr 3.547 2.74 27.5 ab
94.03100000000268 desi 6.306 4.269 27.5 ab
94.04699999999866 desz 12.77 5.019 27.5 ab
102.03100000000268 desg -4.965 6.354 27.5 ab
102.98400000000402 desr 3.972 3.136 27.5 ab
102.99599999999919 desi 11.24 5.048 27.5 ab
103.01200000000244 desz 11.55 4.113 27.5 ab
108.01900000000023 desg -21.32 12.55 27.5 ab
108.89400000000023 desr 4.259 5.049 27.5 ab
108.90600000000268 desi 22.51 8.746 27.5 ab
108.91400000000431 desz 14.09 5.63 27.5 ab
111.91799999999785 desg -5.158 11.42 27.5 ab
117.86699999999837 desr 0.9364 2.416 27.5 ab
117.875 desi 4.746 3.559 27.5 ab
117.88300000000163 desz 17.58 3.975 27.5 ab
123.87099999999919 desg 0.9914 2.547 27.5 ab
125.93000000000029 desr 4.423 3.211 27.5 ab
125.9409999999989 desi 11.81 4.315 27.5 ab
125.94900000000052 desz 5.566 5.392 27.5 ab
131.875 desg 4.694 9.603 27.5 ab
137.89400000000023 desr -1.593 4.571 27.5 ab
137.90600000000268 desi 10.43 7.974 27.5 ab
137.9140000000043 desz 10.32 6.371 27.5 ab
139.86300000000483 desg -18.34 11.45 27.5 ab
146.86699999999837 desr -0.4533 2.797 27.5 ab
146.875 desi 8.752 4.179 27.5 ab
146.88300000000163 desz 3.007 4.752 27.5 ab
147.86699999999837 desg -3.218 3.701 27.5 ab
155.87099999999919 desr 3.506 3.081 27.5 ab
155.88300000000163 desi 1.985 5.01 27.5 ab
156.87099999999919 desz 6.646 4.043 27.5 ab
157.87099999999919 desg -0.8659 3.552 27.5 ab
167.82400000000052 desr 2.679 2.479 27.5 ab
167.83200000000215 desi 9.914 4.871 27.5 ab
167.83600000000297 desz 7.106 6.564 27.5 ab
168.82400000000052 desg -5.497 5.504 27.5 ab
