mjd filter flux flux_error zp zpsys
0.0 desg 7.752 4.766 27.5 ab
0.008000000001629815 desr -0.1128 2.129 27.5 ab
0.023999999997613486 desi 1.135 3.145 27.5 ab
0.046999999998661224 desz 1.385 2.483 27.5 ab
2.997000000003027 desg -2.467 2.585 27.5 ab
3.004000000000815 desr -2.157 1.71 27.5 ab
3.0429999999978463 desi 2.055 1.984 27.5 ab
3.0750000000043656 desz 6.403 3.731 27.5 ab
4.075000000004366 desg 5.699 2.552 27.5 ab
4.0900000000037835 desr -0.25 1.3 27.5 ab
4.105999999999767 desi 1.06 3.683 27.5 ab
4.137000000002445 desz 3.597 4.487 27.5 ab
11.969000000004598 desg 6.701 5.685 27.5 ab
11.985000000000582 desr 4.481 5.569 27.5 ab
12.020000000004075 desi -3.475 4.519 27.5 ab
12.046999999998661 desz -3.076 3.4 27.5 ab
13.06300000000192 desg -0.09023 2.284 27.5 ab
13.078999999997905 desr -0.4802 3.267 27.5 ab
13.090000000003783 desi -1.02 9.045 27.5 ab
13.120999999999185 desz 1.955 2.964 27.5 ab
18.067000000002736 desg 3.279 2.636 27.5 ab
18.078999999997905 desr 0.5768 1.486 27.5 ab
18.0940000000046 desi 3.366 2.291 27.5 ab
18.114000000001397 desz -5.381 2.386 27.5 ab
25.9690000000046 desg -8.909 4.793 27.5 ab
25.985000000000582 desr 0.9728 2.322 27.5 ab
26.0 desi -2.543 4.163 27.5 ab
26.023999999997613 desz -2.599 2.711 27.5 ab
33.98099999999977 desg -2.313 3.69 27.5 ab
33.99700000000303 desr 4.549 3.216 27.5 ab
34.012000000002445 desi 3.872 3.209 27.5 ab
34.042999999997846 desz 3.82 3.846 27.5 ab
41.98099999999977 desg 0.1355 1.25 27.5 ab
42.0 desr 5.439 0.9666 27.5 ab
42.020000000004075 desi 12.43 1.522 27.5 ab
42.96500000000378 desz 11.96 1.947 27.5 ab
45.082000000002154 desg -0.2304 3.91 27.5 ab
45.09000000000378 desr 19.55 5.597 27.5 ab
45.10599999999977 desi 14.97 4.496 27.5 ab
45.13300000000163 desz 14.19 14.4 27.5 ab
45.88300000000163 desg -5.288 5.909 27.5 ab
45.89899999999761 desr 13.05 2.641 27.5 ab
45.92199999999866 desi 19.47 3.347 27.5 ab
45.942000000002736 desz 14.23 5.064 27.5 ab
51.86800000000221 desg 7.358 7.694 27.5 ab
51.875 desr 23.08 2.435 27.5 ab
51.895000000004075 desi 28.71 5.141 27.5 ab
51.917999999997846 desz 26.92 4.166 27.5 ab
52.85599999999977 desg -42.82 23.93 27.5 ab
52.86800000000221 desr 21.99 3.877 27.5 ab
