mjd filter flux flux_error zp zpsys
0.0 desg -0.4703 1.702 27.5 ab
0.01599999999598367 desr -2.411 1.252 27.5 ab
0.0319999999992433 desi 0.6952 1.897 27.5 ab
0.05500000000029104 desz -3.043 2.176 27.5 ab
1.9919999999983702 desg -14.64 9.764 27.5 ab
2.004000000000815 desr -1.156 3.876 27.5 ab
2.0199999999967986 desi -2.855 8.07 27.5 ab
2.0469999999986612 desz 6.906 4.693 27.5 ab
6.9649999999965075 desg -4.06 3.771 27.5 ab
6.972999999998137 desr -2.665 2.35 27.5 ab
13.0 desi -0.4693 8.065 27.5 ab
13.023999999997613 desz 4.042 5.636 27.5 ab
20.0 desg 0.2946 2.279 27.5 ab
20.015999999995984 desr -0.7437 1.603 27.5 ab
22.034999999996217 desi 2.213 2.14 27.5 ab
22.05899999999383 desz 1.204 2.2 27.5 ab
28.007999999994354 desg -0.9224 1.595 27.5 ab
28.023999999997613 desr 0.4815 1.096 27.5 ab
29.995999999999185 desi -0.1334 1.396 27.5 ab
30.034999999996217 desz -1.992 1.817 27.5 ab
33.9059999999954 desg 2.848 4.488 27.5 ab
33.917999999997846 desr -2.957 3.581 27.5 ab
34.03899999999703 desi 13.6 13.46 27.5 ab
34.070999999996275 desz 1.397 4.013 27.5 ab
34.890999999995984 desg -0.8623 6.419 27.5 ab
34.9059999999954 desr -5.265 3.127 27.5 ab
35.03499999999622 desi 3.017 9.791 27.5 ab
35.05500000000029 desz 2.931 4.835 27.5 ab
40.875 desg 8.41 26.12 27.5 ab
40.890999999995984 desr 0.9071 11.64 27.5 ab
41.0 desi 3.267 5.179 27.5 ab
41.03199999999924 desz -0.3268 2.843 27.5 ab
41.875 desg -16.06 30.75 27.5 ab
42.0 desr 4.49 3.596 27.5 ab
42.015999999995984 desi 2.58 7.053 27.5 ab
42.042999999997846 desz -1.06 2.926 27.5 ab
42.879000000000815 desg -14.56 9.319 27.5 ab
42.88699999999517 desr -2.619 3.864 27.5 ab
43.03499999999622 desi 7.653 6.319 27.5 ab
43.05899999999383 desz 6.841 2.924 27.5 ab
43.879000000000815 desg 5.124 7.695 27.5 ab
44.0 desr 0.1036 2.654 27.5 ab
44.015999999995984 desi 8.271 4.793 27.5 ab
44.03499999999622 desz 3.749 3.018 27.5 ab
47.98899999999412 desg -4.893 3.788 27.5 ab
48.004000000000815 desr -1.744 1.757 27.5 ab
48.015999999995984 desi 0.7057 3.201 27.5 ab
48.03899999999703 desz 8.599 2.941 27.5 ab
49.004000000000815 desg -0.4515 2.0 27.5 ab
49.015999999995984 desr 1.533 1.876 27.5 ab
49.03199999999924 desi -1.998 2.785 27.5 ab
49.050999999999476 desz 6.123 3.193 27.5 ab
50.0199999999968 desg -0.1562 3.438 27.5 ab
50.03199999999924 desr 1.909 2.253 27.5 ab
50.050999999999476 desi 7.426 2.867 27.5 ab
50.08199999999488 desz 8.739 3.872 27.5 ab
51.03199999999924 desg -0.8466 2.97 27.5 ab
51.042999999997846 desr 1.677 2.024 27.5 ab
51.062999999994645 desi 8.017 3.24 27.5 ab
51.09399999999732 desz 4.604 4.863 27.5 ab
56.04699999999866 desg 2.65 1.69 27.5 ab
56.05500000000029 desr 3.881 1.229 27.5 ab
56.06699999999546 desi 10.86 1.864 27.5 ab
56.09399999999732 desz 13.46 2.431 27.5 ab
57.02399999999761 desg -1.067 1.782 27.5 ab
57.03199999999924 desr 6.303 1.381 27.5 ab
57.04699999999866 desi 11.19 2.002 27.5 ab
57.06699999999546 desz 19.11 2.261 27.5 ab
58.03499999999622 desg 5.507 4.786 27.5 ab
58.042999999997846 desr 3.267 1.179 27.5 ab
58.062999999994645 desi 18.13 2.109 27.5 ab
58.08999999999651 desz 9.096 5.922 27.5 ab
59.07799999999406 desg -1.896 2.0 27.5 ab
59.08999999999651 desr 3.019 3.171 27.5 ab
59.10599999999977 desi 22.75 5.661 27.5 ab
59.129000000000815 desz 20.97 12.78 27.5 ab
61.050999999999476 desg -2.36 1.752 27.5 ab
61.05899999999383 desr 5.368 1.332 27.5 ab
61.074000000000524 desi 19.53 2.241 27.5 ab
61.09399999999732 desz 14.64 3.044 27.5 ab
71.08599999999569 desg -10.26 8.083 27.5 ab
71.10199999999895 desr -3.309 4.419 27.5 ab
72.00400000000081 desi 7.6 4.545 27.5 ab
72.02399999999761 desz 19.46 3.082 27.5 ab
74.05899999999383 desg 0.1567 3.958 27.5 ab
74.07400000000052 desr 4.685 1.856 27.5 ab
80.0 desi 8.284 2.219 27.5 ab
80.02399999999761 desz 17.03 3.067 27.5 ab
87.00400000000081 desg 0.1399 2.033 27.5 ab
87.0199999999968 desr 1.78 1.445 27.5 ab
88.06699999999546 desi 8.394 3.013 27.5 ab
89.03499999999622 desz 9.179 3.407 27.5 ab
95.00400000000081 desg 0.2659 3.403 27.5 ab
95.02799999999843 desr 0.2332 2.178 27.5 ab
100.00400000000081 desi 6.713 4.987 27.5 ab
100.03499999999622 desz 10.13 3.899 27.5 ab
101.87900000000081 desg 4.403 11.89 27.5 ab
101.88699999999517 desr -2.516 4.183 27.5 ab
101.99599999999919 desi 6.562 4.329 27.5 ab
102.0199999999968 desz -3.761 4.464 27.5 ab
109.88299999999435 desg -1.884 1.58 27.5 ab
109.89099999999598 desr 0.9806 1.219 27.5 ab
109.9059999999954 desi 3.182 1.863 27.5 ab
109.93399999999383 desz 3.164 2.12 27.5 ab
117.93799999999464 desg 3.231 1.645 27.5 ab
117.94599999999627 desr 1.656 1.301 27.5 ab
117.95699999999488 desi -2.3 2.191 27.5 ab
118.88699999999517 desz 4.622 2.712 27.5 ab
125.89099999999598 desg -4.517 5.961 27.5 ab
125.89899999999761 desr -1.785 2.524 27.5 ab
125.93399999999383 desi -0.2185 3.078 27.5 ab
129.90999999999622 desz 2.136 4.249 27.5 ab
133.87900000000081 desg -2.4 2.913 27.5 ab
133.88699999999517 desr 0.628 1.365 27.5 ab
133.90999999999622 desi -1.003 3.216 27.5 ab
138.88299999999435 desz -4.799 2.608 27.5 ab
145.88699999999517 desg -0.4206 1.816 27.5 ab
145.8949999999968 desr 0.1035 1.383 27.5 ab
146.88699999999517 desi 2.999 2.177 27.5 ab
147.88699999999517 desz 3.281 3.381 27.5 ab
157.8359999999957 desg -4.061 4.327 27.5 ab
157.84399999999732 desr 1.283 1.861 27.5 ab
157.86000000000058 desi -0.1543 3.45 27.5 ab
158.8359999999957 desz 2.743 3.699 27.5 ab
162.8399999999965 desg 15.26 3.973 27.5 ab
162.84799999999814 desr -0.6837 2.057 27.5 ab
163.8399999999965 desi 0.6005 3.02 27.5 ab
