mjd filter flux flux_error zp zpsys
0.0 desz -0.1142 3.402 27.5 ab
5.969000000004598 desg 3.152 3.404 27.5 ab
5.993000000002212 desr 2.895 2.179 27.5 ab
10.969000000004598 desi 0.111 4.985 27.5 ab
11.0 desz 0.05672 3.894 27.5 ab
12.844000000004598 desg -5.436 11.89 27.5 ab
12.851999999998952 desr 4.788 4.184 27.5 ab
12.961000000002969 desi -7.1 4.329 27.5 ab
12.985000000000582 desz 5.271 4.465 27.5 ab
20.847999999998137 desg 1.606 1.58 27.5 ab
20.855999999999767 desr 0.4482 1.219 27.5 ab
20.870999999999185 desi 0.3051 1.862 27.5 ab
20.898999999997613 desz 0.462 2.119 27.5 ab
28.90299999999843 desg -2.751 1.645 27.5 ab
28.911000000000058 desr -3.328 1.302 27.5 ab
28.92199999999866 desi -3.959 2.191 27.5 ab
29.851999999998952 desz 0.9068 2.71 27.5 ab
36.85599999999977 desg 2.193 5.96 27.5 ab
36.8640000000014 desr -0.2228 2.524 27.5 ab
36.89899999999761 desi 4.809 3.08 27.5 ab
40.875 desz 9.873 4.253 27.5 ab
44.8440000000046 desg 4.414 2.916 27.5 ab
44.85199999999895 desr 13.17 1.394 27.5 ab
44.875 desi 11.31 3.227 27.5 ab
49.84799999999814 desz 22.48 2.643 27.5 ab
56.85199999999895 desg 14.31 1.863 27.5 ab
56.86000000000058 desr 64.35 1.858 27.5 ab
57.85199999999895 desi 64.58 2.505 27.5 ab
58.85199999999895 desz 55.23 3.538 27.5 ab
68.80099999999948 desg 9.22 4.337 27.5 ab
68.8090000000011 desr 66.25 2.255 27.5 ab
68.82500000000437 desi 67.82 3.687 27.5 ab
69.80099999999948 desz 56.14 3.849 27.5 ab
73.80500000000029 desg 9.01 3.972 27.5 ab
73.81300000000192 desr 47.57 2.259 27.5 ab
74.80500000000029 desi 46.91 3.157 27.5 ab
