mjd filter flux flux_error zp zpsys
0.0 desg -1.347 1.25 27.5 ab
0.01900000000023283 desr 0.3799 0.956 27.5 ab
0.03900000000430737 desi -1.261 1.499 27.5 ab
0.9840000000040163 desz 3.906 1.934 27.5 ab
3.1010000000023865 desg -5.132 3.911 27.5 ab
3.1090000000040163 desr 2.139 5.58 27.5 ab
3.125 desi -2.751 4.482 27.5 ab
3.1520000000018626 desz -18.49 14.4 27.5 ab
3.9020000000018626 desg 1.433 5.908 27.5 ab
3.9179999999978463 desr 1.506 2.626 27.5 ab
3.940999999998894 desi -3.567 3.323 27.5 ab
3.9610000000029686 desz 1.576 5.055 27.5 ab
9.887000000002445 desg 4.886 7.693 27.5 ab
9.894000000000233 desr 4.38 2.391 27.5 ab
9.914000000004307 desi -5.911 5.109 27.5 ab
9.93699999999808 desz 3.158 4.134 27.5 ab
10.875 desg 6.871 23.92 27.5 ab
10.887000000002445 desr -5.61 3.851 27.5 ab
10.902000000001863 desi -4.674 5.424 27.5 ab
10.930000000000291 desz 0.8881 4.848 27.5 ab
11.887000000002445 desg -4.977 6.571 27.5 ab
11.930000000000291 desr 1.805 2.916 27.5 ab
11.940999999998894 desi -3.06 5.175 27.5 ab
11.972999999998137 desz -1.588 2.664 27.5 ab
12.870999999999185 desg 1.472 6.044 27.5 ab
12.887000000002445 desr -0.7725 2.55 27.5 ab
12.898000000001048 desi 0.05908 4.24 27.5 ab
12.930000000000291 desz -4.016 3.278 27.5 ab
16.86699999999837 desg 1.742 5.184 27.5 ab
16.875 desr 0.1425 3.705 27.5 ab
16.889999999999418 desi 8.022 4.194 27.5 ab
16.917999999997846 desz 5.218 8.232 27.5 ab
17.875 desg 1.062 4.872 27.5 ab
17.889999999999418 desr -3.551 2.66 27.5 ab
17.902000000001863 desi 13.06 5.227 27.5 ab
17.93300000000454 desz -12.62 5.324 27.5 ab
18.86699999999837 desg -3.107 3.164 27.5 ab
18.879000000000815 desr -3.571 2.213 27.5 ab
18.92199999999866 desi 0.1845 2.491 27.5 ab
18.95300000000134 desz 1.711 3.695 27.5 ab
19.902000000001863 desg 3.507 2.523 27.5 ab
19.92199999999866 desr -2.148 1.588 27.5 ab
