mjd filter flux flux_error zp zpsys
0.0 desg 16.06 10.48 27.5 ab
0.01600000000325963 desr 12.17 7.847 27.5 ab
0.03200000000651926 desi 12.31 9.317 27.5 ab
0.9770000000062282 desz 25.92 5.352 27.5 ab
1.985000000000582 desg 2.627 3.209 27.5 ab
2.0 desr 9.591 2.439 27.5 ab
2.0160000000032596 desi 23.29 4.339 27.5 ab
9.957000000002154 desz -10.98 27.33 27.5 ab
10.105999999999767 desg -17.23 25.58 27.5 ab
10.121000000006461 desr 3.478 4.159 27.5 ab
10.961000000002969 desi -12.13 30.96 27.5 ab
15.980999999999767 desg 2.175 4.765 27.5 ab
15.989000000001397 desr 7.777 5.408 27.5 ab
15.993000000002212 desz 25.53 6.562 27.5 ab
22.0 desi -0.5732 11.99 27.5 ab
29.926000000006752 desg -1.05 2.973 27.5 ab
29.942000000002736 desr 5.998 2.436 27.5 ab
29.957000000002154 desz 14.5 4.948 27.5 ab
31.922000000005937 desi 8.693 7.03 27.5 ab
37.93000000000029 desg 0.8079 2.686 27.5 ab
37.942000000002736 desr 3.105 2.042 27.5 ab
37.957000000002154 desz 21.91 4.068 27.5 ab
40.97700000000623 desi 14.63 3.008 27.5 ab
42.91400000000431 desg 7.228 15.91 27.5 ab
42.92600000000675 desr 5.801 6.052 27.5 ab
42.942000000002736 desz 12.94 15.4 27.5 ab
43.87100000000646 desi 7.15 9.195 27.5 ab
44.07800000000134 desg -0.4908 4.101 27.5 ab
44.09000000000378 desr 28.75 15.18 27.5 ab
44.10599999999977 desz -14.08 40.86 27.5 ab
50.06300000000192 desg -2.082 15.03 27.5 ab
50.07100000000355 desr 12.5 5.499 27.5 ab
50.07800000000134 desi 20.97 9.422 27.5 ab
50.08600000000297 desz 9.391 5.804 27.5 ab
51.08600000000297 desg 4.176 14.05 27.5 ab
51.09800000000541 desr -0.4077 7.253 27.5 ab
51.1140000000014 desi 7.409 12.95 27.5 ab
51.83600000000297 desz 18.88 7.143 27.5 ab
52.082000000002154 desg -26.92 13.69 27.5 ab
52.0940000000046 desr -0.1611 6.674 27.5 ab
52.11000000000058 desi 13.56 12.39 27.5 ab
53.067000000002736 desg -12.02 11.66 27.5 ab
53.082000000002154 desr 9.163 6.022 27.5 ab
53.0940000000046 desi 5.283 10.47 27.5 ab
53.11000000000058 desz 8.339 5.794 27.5 ab
57.06300000000192 desg -6.13 9.637 27.5 ab
57.07800000000134 desr 6.401 4.663 27.5 ab
57.09000000000378 desi 18.64 6.653 27.5 ab
57.10599999999977 desz 2.489 6.751 27.5 ab
58.07800000000134 desg -5.614 7.81 27.5 ab
58.09000000000378 desr 0.4669 3.731 27.5 ab
58.10599999999977 desi 10.41 6.087 27.5 ab
58.84000000000378 desz 13.84 7.017 27.5 ab
59.10599999999977 desg -1.776 11.82 27.5 ab
59.817000000002736 desr 5.837 4.314 27.5 ab
59.825000000004366 desi 16.0 5.479 27.5 ab
60.10599999999977 desg 13.52 10.63 27.5 ab
64.81300000000192 desz 14.34 8.332 27.5 ab
65.08600000000297 desg -1.816 4.2 27.5 ab
65.10200000000623 desr 3.223 3.301 27.5 ab
65.80500000000029 desi -1.774 7.036 27.5 ab
66.07500000000437 desg -1.408 4.123 27.5 ab
66.08600000000297 desr -2.519 3.227 27.5 ab
66.81300000000192 desz 13.9 5.019 27.5 ab
67.08600000000297 desg -5.4 4.229 27.5 ab
67.82100000000355 desr 5.651 2.389 27.5 ab
67.83600000000297 desi 14.54 3.899 27.5 ab
68.9890000000014 desg 3.35 2.98 27.5 ab
68.99600000000646 desz 8.964 4.39 27.5 ab
70.07100000000355 desr 6.209 2.38 27.5 ab
70.08200000000215 desi 5.323 4.233 27.5 ab
