mjd filter flux flux_error zp zpsys
0.0 desg 39.65 78.09 27.5 ab
0.9879999999975553 desr 7.795 17.59 27.5 ab
1.0 desi -43.13 49.95 27.5 ab
5.109000000004016 desz 12.27 3.592 27.5 ab
7.972000000001572 desg 5.483 6.382 27.5 ab
7.980000000003201 desr 8.966 4.343 27.5 ab
7.995999999999185 desi 22.64 7.158 27.5 ab
8.010999999998603 desz 16.24 8.146 27.5 ab
8.980000000003201 desg 2.212 5.678 27.5 ab
8.995999999999185 desr 8.651 4.504 27.5 ab
9.010999999998603 desi 17.24 6.752 27.5 ab
9.027000000001863 desz 28.9 10.18 27.5 ab
16.95300000000134 desg 0.8541 5.684 27.5 ab
16.965000000003783 desr 15.25 4.391 27.5 ab
16.976000000002387 desi 30.86 6.498 27.5 ab
16.984000000004016 desz 33.18 6.505 27.5 ab
17.95300000000134 desg 3.103 5.654 27.5 ab
17.965000000003783 desr 30.21 4.38 27.5 ab
17.976000000002387 desi 29.92 6.441 27.5 ab
17.984000000004016 desz 46.61 6.469 27.5 ab
22.96100000000297 desg 5.843 6.206 27.5 ab
22.965000000003783 desr 20.87 3.627 27.5 ab
22.97200000000157 desi 24.12 6.182 27.5 ab
22.9800000000032 desz 33.58 15.1 27.5 ab
27.940999999998894 desg -48.25 18.71 27.5 ab
27.949000000000524 desr 20.23 9.061 27.5 ab
27.957000000002154 desi 18.51 11.82 27.5 ab
27.965000000003783 desz 37.99 7.731 27.5 ab
27.987999999997555 desg 20.08 33.49 27.5 ab
37.16399999999703 desg 5.668 2.662 27.5 ab
37.17199999999866 desr 11.58 1.794 27.5 ab
37.18699999999808 desi 25.45 3.008 27.5 ab
38.109000000004016 desz 26.19 3.285 27.5 ab
45.16399999999703 desg -2.295 2.469 27.5 ab
45.17199999999866 desr 8.552 1.896 27.5 ab
45.179000000003725 desi 13.48 3.035 27.5 ab
47.10100000000239 desz 21.49 2.708 27.5 ab
49.95300000000134 desg 4.221 5.226 27.5 ab
49.96500000000378 desr 6.76 3.583 27.5 ab
49.97600000000239 desi 12.2 5.479 27.5 ab
49.984000000004016 desz 16.08 5.414 27.5 ab
50.96500000000378 desg -6.531 6.243 27.5 ab
50.97600000000239 desr 6.552 3.624 27.5 ab
50.984000000004016 desi 4.785 4.927 27.5 ab
56.96100000000297 desz 22.58 5.563 27.5 ab
57.96100000000297 desg -10.31 9.819 27.5 ab
57.96500000000378 desr -0.8098 4.319 27.5 ab
57.97200000000157 desi 5.739 7.811 27.5 ab
58.96100000000297 desz 17.37 4.927 27.5 ab
59.96100000000297 desg 4.586 6.915 27.5 ab
59.96899999999732 desr -0.9713 2.786 27.5 ab
59.97600000000239 desi 6.029 4.076 27.5 ab
63.96899999999732 desz 18.01 5.701 27.5 ab
64.97600000000239 desg -3.176 5.172 27.5 ab
64.98400000000402 desr 3.622 5.38 27.5 ab
64.98799999999756 desi 1.403 7.621 27.5 ab
65.97200000000157 desz 12.14 5.13 27.5 ab
66.97200000000157 desg 2.028 3.613 27.5 ab
66.9800000000032 desr 1.786 2.787 27.5 ab
66.98799999999756 desi -1.114 4.812 27.5 ab
72.01900000000023 desz 21.05 5.36 27.5 ab
72.99599999999919 desg 1.455 4.183 27.5 ab
73.00400000000081 desr 3.629 2.825 27.5 ab
73.01900000000023 desi -2.576 4.409 27.5 ab
73.97600000000239 desz 7.904 3.545 27.5 ab
75.03100000000268 desg -2.86 2.834 27.5 ab
75.04699999999866 desr 4.605 2.466 27.5 ab
75.05799999999726 desi 1.636 5.436 27.5 ab
76.19900000000052 desz 5.885 6.294 27.5 ab
83.14800000000105 desg 4.484 6.131 27.5 ab
83.16000000000349 desr -3.898 3.376 27.5 ab
83.17599999999948 desi -0.5534 6.212 27.5 ab
87.13999999999942 desz 5.242 5.864 27.5 ab
90.01499999999942 desg -8.138 6.915 27.5 ab
90.03100000000268 desr 1.509 4.056 27.5 ab
90.03899999999703 desi -0.4885 8.212 27.5 ab
95.1050000000032 desz 8.809 5.285 27.5 ab
105.10100000000239 desg -4.493 4.037 27.5 ab
105.12099999999919 desr -0.2934 2.884 27.5 ab
106.11299999999756 desi 5.716 3.543 27.5 ab
107.11299999999756 desz 7.03 4.287 27.5 ab
116.98400000000402 desg 16.43 14.51 27.5 ab
116.99199999999837 desr 1.386 5.4 27.5 ab
117.0 desi 0.3974 5.98 27.5 ab
117.01499999999942 desz 13.79 6.74 27.5 ab
121.05799999999726 desg -7.215 7.761 27.5 ab
121.07400000000052 desr 1.562 3.868 27.5 ab
124.98799999999756 desi 1.882 3.474 27.5 ab
125.0 desz 6.689 4.463 27.5 ab
133.99199999999837 desg 3.619 2.873 27.5 ab
134.0 desr -0.6871 2.174 27.5 ab
134.00400000000081 desi 3.662 3.047 27.5 ab
134.01900000000023 desz 12.06 3.67 27.5 ab
