mjd filter flux flux_error zp zpsys
0.0 desg 0.1623 8.08 27.5 ab
0.01600000000325963 desr -7.408 4.42 27.5 ab
0.9180000000051223 desi -1.103 4.54 27.5 ab
0.9380000000019209 desz -2.382 3.059 27.5 ab
2.9729999999981374 desg 3.608 3.959 27.5 ab
2.9880000000048312 desr -2.13 1.853 27.5 ab
8.914000000004307 desi 1.281 2.211 27.5 ab
8.93800000000192 desz -0.4555 3.049 27.5 ab
15.918000000005122 desg -2.316 2.033 27.5 ab
15.934000000001106 desr -0.9077 1.444 27.5 ab
16.980999999999767 desi 1.261 3.008 27.5 ab
17.949000000000524 desz -3.71 3.402 27.5 ab
23.918000000005122 desg -2.048 3.403 27.5 ab
23.942000000002736 desr 2.234 2.178 27.5 ab
28.918000000005122 desi 0.7299 4.985 27.5 ab
28.949000000000524 desz 6.749 3.896 27.5 ab
30.793000000005122 desg 5.149 11.89 27.5 ab
30.800999999999476 desr -2.529 4.183 27.5 ab
30.910000000003492 desi 2.173 4.327 27.5 ab
30.934000000001106 desz -1.782 4.464 27.5 ab
38.79699999999866 desg 2.742 1.581 27.5 ab
38.80500000000029 desr -1.695 1.219 27.5 ab
38.81999999999971 desi -3.027 1.863 27.5 ab
38.84799999999814 desz 2.932 2.12 27.5 ab
46.85199999999895 desg -3.718 1.645 27.5 ab
46.86000000000058 desr 1.666 1.301 27.5 ab
46.870999999999185 desi -4.62 2.192 27.5 ab
47.800999999999476 desz -5.015 2.712 27.5 ab
54.80500000000029 desg -2.201 5.96 27.5 ab
54.81300000000192 desr 1.229 2.524 27.5 ab
54.84799999999814 desi 12.59 3.088 27.5 ab
58.824000000000524 desz 6.723 4.251 27.5 ab
62.79300000000512 desg -3.56 2.914 27.5 ab
62.800999999999476 desr 3.898 1.369 27.5 ab
62.824000000000524 desi 6.586 3.221 27.5 ab
67.79699999999866 desz 15.03 2.623 27.5 ab
74.80099999999948 desg 0.4096 1.816 27.5 ab
74.8090000000011 desr 4.947 1.388 27.5 ab
75.80099999999948 desi 14.62 2.197 27.5 ab
76.80099999999948 desz 13.03 3.39 27.5 ab
86.75 desg -2.44 4.327 27.5 ab
86.75800000000163 desr -0.2766 1.861 27.5 ab
86.77400000000489 desi 2.155 3.452 27.5 ab
87.75 desz 11.41 3.706 27.5 ab
91.75400000000081 desg 0.3972 3.963 27.5 ab
91.76200000000244 desr 2.921 2.058 27.5 ab
92.75400000000081 desi 4.482 3.022 27.5 ab
