mjd filter flux flux_error zp zpsys
0.0 desi -9.64 8.067 27.5 ab
0.023999999997613486 desz 6.918 5.637 27.5 ab
7.0 desg 0.1324 2.279 27.5 ab
7.015999999995984 desr -2.261 1.604 27.5 ab
9.034999999996217 desi -2.334 2.14 27.5 ab
9.05899999999383 desz -2.969 2.201 27.5 ab
15.007999999994354 desg 0.4226 1.595 27.5 ab
15.023999999997613 desr 0.4706 1.096 27.5 ab
16.995999999999185 desi -0.01382 1.396 27.5 ab
17.034999999996217 desz 3.033 1.817 27.5 ab
20.9059999999954 desg 4.028 4.489 27.5 ab
20.917999999997846 desr -0.5164 3.581 27.5 ab
21.03899999999703 desi -9.92 13.46 27.5 ab
21.070999999996275 desz -3.465 4.014 27.5 ab
21.890999999995984 desg 4.358 6.419 27.5 ab
21.9059999999954 desr 2.007 3.126 27.5 ab
22.034999999996217 desi -12.75 9.793 27.5 ab
22.05500000000029 desz -0.2835 4.835 27.5 ab
27.875 desg -25.0 26.12 27.5 ab
27.890999999995984 desr 14.05 11.64 27.5 ab
28.0 desi -0.6226 5.178 27.5 ab
28.031999999999243 desz 1.294 2.842 27.5 ab
28.875 desg 45.98 30.76 27.5 ab
29.0 desr 5.395 3.596 27.5 ab
29.015999999995984 desi -4.629 7.053 27.5 ab
29.042999999997846 desz -2.693 2.926 27.5 ab
29.879000000000815 desg 1.574 9.315 27.5 ab
29.88699999999517 desr -2.368 3.864 27.5 ab
30.034999999996217 desi 4.3 6.318 27.5 ab
30.05899999999383 desz 2.675 2.922 27.5 ab
30.879000000000815 desg 4.473 7.695 27.5 ab
31.0 desr 4.262 2.655 27.5 ab
31.015999999995984 desi -5.873 4.792 27.5 ab
31.034999999996217 desz 0.9932 3.017 27.5 ab
34.98899999999412 desg -2.447 3.787 27.5 ab
35.004000000000815 desr 1.914 1.757 27.5 ab
35.015999999995984 desi 1.311 3.2 27.5 ab
35.03899999999703 desz -0.9211 2.936 27.5 ab
36.004000000000815 desg -2.031 2.0 27.5 ab
36.015999999995984 desr 3.344 1.876 27.5 ab
36.03199999999924 desi 1.17 2.783 27.5 ab
36.050999999999476 desz -0.9133 3.19 27.5 ab
37.0199999999968 desg 3.988 3.439 27.5 ab
37.03199999999924 desr 3.664 2.253 27.5 ab
37.050999999999476 desi 4.225 2.862 27.5 ab
37.08199999999488 desz 5.416 3.868 27.5 ab
