mjd filter flux flux_error zp zpsys
0.0 desg 7.38 4.767 27.5 ab
0.008000000001629815 desr 12.29 2.146 27.5 ab
0.023999999997613486 desi 15.04 3.16 27.5 ab
0.046999999998661224 desz 10.77 2.492 27.5 ab
2.997000000003027 desg 2.95 2.586 27.5 ab
3.004000000000815 desr 17.91 1.748 27.5 ab
3.0429999999978463 desi 16.42 2.011 27.5 ab
3.0750000000043656 desz 15.49 3.741 27.5 ab
4.075000000004366 desg 3.801 2.553 27.5 ab
4.0900000000037835 desr 17.18 1.349 27.5 ab
4.105999999999767 desi 11.66 3.692 27.5 ab
4.137000000002445 desz 16.65 4.498 27.5 ab
11.969000000004598 desg -3.763 5.685 27.5 ab
11.985000000000582 desr 17.12 5.584 27.5 ab
12.020000000004075 desi 10.67 4.527 27.5 ab
12.046999999998661 desz 13.22 3.409 27.5 ab
13.06300000000192 desg 5.156 2.287 27.5 ab
13.078999999997905 desr 15.01 3.285 27.5 ab
13.090000000003783 desi 18.03 9.054 27.5 ab
13.120999999999185 desz 10.36 2.972 27.5 ab
18.067000000002736 desg 5.406 2.638 27.5 ab
18.078999999997905 desr 9.276 1.502 27.5 ab
18.0940000000046 desi 7.282 2.299 27.5 ab
18.114000000001397 desz 7.241 2.389 27.5 ab
25.9690000000046 desg -3.212 4.791 27.5 ab
25.985000000000582 desr 7.321 2.329 27.5 ab
26.0 desi 12.7 4.171 27.5 ab
26.023999999997613 desz 3.262 2.712 27.5 ab
33.98099999999977 desg 2.963 3.691 27.5 ab
33.99700000000303 desr 5.74 3.218 27.5 ab
34.012000000002445 desi 12.89 3.219 27.5 ab
34.042999999997846 desz 17.64 3.86 27.5 ab
41.98099999999977 desg -3.405 1.251 27.5 ab
42.0 desr 3.463 0.9612 27.5 ab
42.020000000004075 desi 8.225 1.51 27.5 ab
42.96500000000378 desz 9.579 1.942 27.5 ab
45.082000000002154 desg -4.387 3.911 27.5 ab
45.09000000000378 desr 5.626 5.583 27.5 ab
45.10599999999977 desi 10.81 4.488 27.5 ab
45.13300000000163 desz 26.12 14.4 27.5 ab
45.88300000000163 desg 0.581 5.908 27.5 ab
45.89899999999761 desr 2.621 2.627 27.5 ab
45.92199999999866 desi 7.608 3.327 27.5 ab
45.942000000002736 desz 12.28 5.061 27.5 ab
51.86800000000221 desg -8.539 7.694 27.5 ab
51.875 desr 2.434 2.391 27.5 ab
51.895000000004075 desi 0.7207 5.109 27.5 ab
51.917999999997846 desz 12.56 4.141 27.5 ab
52.85599999999977 desg -18.74 23.92 27.5 ab
52.86800000000221 desr 3.965 3.851 27.5 ab
52.88300000000163 desi 6.419 5.426 27.5 ab
52.91100000000006 desz 4.208 4.849 27.5 ab
53.86800000000221 desg -12.21 6.574 27.5 ab
53.91100000000006 desr 3.647 2.917 27.5 ab
53.92199999999866 desi 3.052 5.176 27.5 ab
53.953999999997905 desz 7.502 2.669 27.5 ab
54.85199999999895 desg 3.196 6.045 27.5 ab
54.86800000000221 desr -0.8878 2.551 27.5 ab
54.879000000000815 desi 8.378 4.244 27.5 ab
54.91100000000006 desz 8.767 3.282 27.5 ab
58.84799999999814 desg 2.077 5.184 27.5 ab
58.85599999999977 desr 3.511 3.706 27.5 ab
58.870999999999185 desi 0.989 4.193 27.5 ab
58.89899999999761 desz 1.288 8.232 27.5 ab
59.85599999999977 desg 3.027 4.872 27.5 ab
59.870999999999185 desr 2.812 2.661 27.5 ab
59.88300000000163 desi 10.42 5.226 27.5 ab
59.91400000000431 desz 10.05 5.323 27.5 ab
60.84799999999814 desg -1.759 3.164 27.5 ab
60.86000000000058 desr 3.364 2.213 27.5 ab
60.90299999999843 desi 3.401 2.493 27.5 ab
60.934000000001106 desz 6.932 3.698 27.5 ab
61.88300000000163 desg -0.3877 2.522 27.5 ab
61.90299999999843 desr 1.964 1.589 27.5 ab
61.917999999997846 desi 8.809 2.728 27.5 ab
61.93800000000192 desz 7.038 3.109 27.5 ab
66.90699999999924 desg 5.164 2.17 27.5 ab
66.91799999999785 desr -0.7076 1.654 27.5 ab
66.9340000000011 desi 4.894 2.567 27.5 ab
66.96100000000297 desz 7.028 2.554 27.5 ab
67.89100000000326 desg 0.6341 2.19 27.5 ab
67.90699999999924 desr -0.7729 1.635 27.5 ab
67.91799999999785 desi 2.344 2.59 27.5 ab
67.94200000000274 desz 8.617 2.987 27.5 ab
68.87900000000081 desg 0.5011 1.718 27.5 ab
68.89100000000326 desr -0.5927 1.353 27.5 ab
68.91799999999785 desi 3.822 3.213 27.5 ab
68.94600000000355 desz 5.635 2.839 27.5 ab
69.92599999999948 desg 10.95 6.565 27.5 ab
69.9340000000011 desr 5.173 2.812 27.5 ab
69.96100000000297 desi 8.087 1.966 27.5 ab
69.9890000000014 desz 7.762 1.94 27.5 ab
71.09000000000378 desg 0.307 1.489 27.5 ab
71.10599999999977 desr 3.162 1.134 27.5 ab
71.125 desi 2.826 1.976 27.5 ab
71.14899999999761 desz 10.72 2.498 27.5 ab
72.13300000000163 desg 0.9292 1.701 27.5 ab
72.14899999999761 desr 0.3925 1.336 27.5 ab
81.8440000000046 desi 6.967 9.886 27.5 ab
81.875 desz 5.707 3.969 27.5 ab
82.02399999999761 desg 2.929 4.947 27.5 ab
82.03600000000006 desr -2.955 2.382 27.5 ab
84.90699999999924 desg 13.24 8.831 27.5 ab
84.91100000000006 desr 5.225 3.396 27.5 ab
84.9340000000011 desi -6.529 3.856 27.5 ab
84.96500000000378 desz 6.558 3.089 27.5 ab
96.9690000000046 desg 0.4467 1.752 27.5 ab
96.98500000000058 desr -0.2621 1.213 27.5 ab
96.99700000000303 desi 3.712 2.026 27.5 ab
97.02799999999843 desz 3.184 2.252 27.5 ab
104.9690000000046 desg -3.131 2.074 27.5 ab
104.99300000000221 desr 0.1948 1.273 27.5 ab
105.01200000000244 desi 5.499 1.802 27.5 ab
105.03600000000006 desz 7.989 2.296 27.5 ab
111.89500000000407 desg -3.822 4.85 27.5 ab
111.90299999999843 desr -0.5907 2.113 27.5 ab
111.91799999999785 desi -2.012 3.059 27.5 ab
111.95000000000437 desz 2.564 2.585 27.5 ab
113.03600000000006 desg -4.434 6.491 27.5 ab
113.05099999999948 desr -2.874 2.701 27.5 ab
113.06700000000274 desi 5.321 5.085 27.5 ab
115.8440000000046 desz 5.662 2.065 27.5 ab
115.95000000000437 desg -2.487 3.054 27.5 ab
115.96500000000378 desr -0.6427 1.735 27.5 ab
115.98099999999977 desi 6.68 2.657 27.5 ab
126.84799999999814 desg 0.5922 1.371 27.5 ab
126.86000000000058 desr -0.03116 0.8996 27.5 ab
126.87900000000081 desi 0.7053 1.413 27.5 ab
126.90299999999843 desz 4.089 2.21 27.5 ab
