mjd filter flux flux_error zp zpsys
0.0 desg 2.296 4.764 27.5 ab
0.008000000001629815 desr 0.2419 2.129 27.5 ab
0.023999999997613486 desi 3.527 3.146 27.5 ab
0.046999999998661224 desz -2.325 2.483 27.5 ab
2.997000000003027 desg -0.919 2.584 27.5 ab
3.004000000000815 desr 1.734 1.709 27.5 ab
3.0429999999978463 desi 0.09119 1.984 27.5 ab
3.0750000000043656 desz 6.99 3.731 27.5 ab
4.075000000004366 desg 0.1097 2.55 27.5 ab
4.0900000000037835 desr -1.073 1.301 27.5 ab
4.105999999999767 desi -0.2161 3.683 27.5 ab
4.137000000002445 desz -2.118 4.486 27.5 ab
11.969000000004598 desg 6.55 5.685 27.5 ab
11.985000000000582 desr -7.78 5.571 27.5 ab
12.020000000004075 desi 2.028 4.519 27.5 ab
12.046999999998661 desz -1.316 3.399 27.5 ab
13.06300000000192 desg 2.028 2.284 27.5 ab
13.078999999997905 desr -2.219 3.267 27.5 ab
13.090000000003783 desi -6.234 9.046 27.5 ab
13.120999999999185 desz 3.427 2.965 27.5 ab
18.067000000002736 desg 3.24 2.636 27.5 ab
18.078999999997905 desr 0.6212 1.486 27.5 ab
18.0940000000046 desi 0.8389 2.291 27.5 ab
18.114000000001397 desz 5.027 2.386 27.5 ab
25.9690000000046 desg -1.699 4.79 27.5 ab
25.985000000000582 desr 3.743 2.323 27.5 ab
26.0 desi -3.002 4.163 27.5 ab
26.023999999997613 desz -2.994 2.711 27.5 ab
33.98099999999977 desg -3.976 3.691 27.5 ab
33.99700000000303 desr -3.312 3.216 27.5 ab
34.012000000002445 desi -1.666 3.208 27.5 ab
34.042999999997846 desz -2.881 3.845 27.5 ab
41.98099999999977 desg 2.112 1.25 27.5 ab
42.0 desr 3.421 0.9603 27.5 ab
42.020000000004075 desi -0.1898 1.499 27.5 ab
42.96500000000378 desz -0.3707 1.933 27.5 ab
45.082000000002154 desg -2.031 3.91 27.5 ab
45.09000000000378 desr -3.981 5.582 27.5 ab
45.10599999999977 desi 2.58 4.483 27.5 ab
45.13300000000163 desz -14.37 14.4 27.5 ab
45.88300000000163 desg 5.389 5.909 27.5 ab
45.89899999999761 desr 4.043 2.628 27.5 ab
45.92199999999866 desi 5.085 3.324 27.5 ab
45.942000000002736 desz 5.011 5.056 27.5 ab
51.86800000000221 desg 0.9253 7.693 27.5 ab
51.875 desr 6.942 2.396 27.5 ab
51.895000000004075 desi -4.492 5.11 27.5 ab
51.917999999997846 desz 3.603 4.134 27.5 ab
52.85599999999977 desg 30.59 23.92 27.5 ab
52.86800000000221 desr 1.85 3.852 27.5 ab
52.88300000000163 desi 2.35 5.425 27.5 ab
52.91100000000006 desz -1.625 4.848 27.5 ab
53.86800000000221 desg 9.224 6.573 27.5 ab
53.91100000000006 desr 4.013 2.919 27.5 ab
53.92199999999866 desi 9.79 5.179 27.5 ab
53.953999999997905 desz 5.178 2.667 27.5 ab
54.85199999999895 desg 9.382 6.047 27.5 ab
54.86800000000221 desr 8.186 2.558 27.5 ab
54.879000000000815 desi 5.597 4.243 27.5 ab
54.91100000000006 desz 7.18 3.281 27.5 ab
58.84799999999814 desg 5.805 5.185 27.5 ab
58.85599999999977 desr 15.08 3.72 27.5 ab
58.870999999999185 desi 19.24 4.209 27.5 ab
58.89899999999761 desz 4.461 8.232 27.5 ab
59.85599999999977 desg -11.34 4.876 27.5 ab
59.870999999999185 desr 13.85 2.676 27.5 ab
59.88300000000163 desi 10.39 5.227 27.5 ab
59.91400000000431 desz 4.814 5.32 27.5 ab
60.84799999999814 desg -3.784 3.164 27.5 ab
60.86000000000058 desr 9.081 2.222 27.5 ab
60.90299999999843 desi 13.15 2.506 27.5 ab
60.934000000001106 desz 6.571 3.698 27.5 ab
61.88300000000163 desg 3.122 2.523 27.5 ab
61.90299999999843 desr 11.5 1.608 27.5 ab
61.917999999997846 desi 11.08 2.733 27.5 ab
61.93800000000192 desz 12.28 3.115 27.5 ab
66.90699999999924 desg -3.167 2.168 27.5 ab
66.91799999999785 desr 9.223 1.667 27.5 ab
66.9340000000011 desi 9.217 2.573 27.5 ab
66.96100000000297 desz 8.912 2.556 27.5 ab
67.89100000000326 desg -1.435 2.191 27.5 ab
67.90699999999924 desr 8.755 1.647 27.5 ab
67.91799999999785 desi 12.27 2.601 27.5 ab
67.94200000000274 desz 10.13 2.988 27.5 ab
68.87900000000081 desg -1.856 1.718 27.5 ab
68.89100000000326 desr 8.999 1.367 27.5 ab
68.91799999999785 desi 14.33 3.225 27.5 ab
68.94600000000355 desz 8.551 2.842 27.5 ab
69.92599999999948 desg -8.491 6.563 27.5 ab
69.9340000000011 desr 6.254 2.817 27.5 ab
69.96100000000297 desi 7.162 1.967 27.5 ab
69.9890000000014 desz 11.06 1.945 27.5 ab
71.09000000000378 desg 1.974 1.489 27.5 ab
71.10599999999977 desr 5.962 1.142 27.5 ab
71.125 desi 10.2 1.986 27.5 ab
71.14899999999761 desz 8.784 2.496 27.5 ab
72.13300000000163 desg -1.888 1.702 27.5 ab
72.14899999999761 desr 6.814 1.345 27.5 ab
81.8440000000046 desi 12.0 9.888 27.5 ab
81.875 desz 7.038 3.97 27.5 ab
82.02399999999761 desg 0.6798 4.947 27.5 ab
82.03600000000006 desr 4.466 2.384 27.5 ab
84.90699999999924 desg -2.783 8.828 27.5 ab
84.91100000000006 desr -3.696 3.396 27.5 ab
84.9340000000011 desi 14.66 3.864 27.5 ab
84.96500000000378 desz 7.472 3.09 27.5 ab
96.9690000000046 desg 2.072 1.753 27.5 ab
96.98500000000058 desr -0.3489 1.214 27.5 ab
96.99700000000303 desi 4.754 2.027 27.5 ab
97.02799999999843 desz 5.085 2.253 27.5 ab
104.9690000000046 desg 1.903 2.074 27.5 ab
104.99300000000221 desr -0.446 1.273 27.5 ab
105.01200000000244 desi 5.226 1.802 27.5 ab
105.03600000000006 desz 7.783 2.296 27.5 ab
111.89500000000407 desg -1.928 4.849 27.5 ab
111.90299999999843 desr -4.042 2.115 27.5 ab
111.91799999999785 desi 4.313 3.06 27.5 ab
111.95000000000437 desz 10.1 2.591 27.5 ab
113.03600000000006 desg -1.608 6.491 27.5 ab
113.05099999999948 desr -3.71 2.702 27.5 ab
113.06700000000274 desi 2.29 5.085 27.5 ab
115.8440000000046 desz 1.047 2.062 27.5 ab
115.95000000000437 desg -2.241 3.053 27.5 ab
115.96500000000378 desr -3.373 1.736 27.5 ab
115.98099999999977 desi -0.592 2.654 27.5 ab
126.84799999999814 desg -0.5464 1.371 27.5 ab
126.86000000000058 desr -1.79 0.9001 27.5 ab
126.87900000000081 desi 1.008 1.413 27.5 ab
126.90299999999843 desz 2.641 2.21 27.5 ab
134.85199999999895 desg -0.6889 2.67 27.5 ab
134.8640000000014 desr -1.637 1.496 27.5 ab
134.88300000000163 desi -2.581 2.389 27.5 ab
134.90699999999924 desz 0.8871 2.435 27.5 ab
140.9340000000011 desg 2.071 4.216 27.5 ab
140.95000000000437 desr -1.746 1.86 27.5 ab
141.91799999999785 desi 1.978 2.781 27.5 ab
141.95000000000437 desz 7.488 2.979 27.5 ab
144.8989999999976 desg 8.571 6.629 27.5 ab
144.90699999999924 desr -2.704 2.887 27.5 ab
144.91799999999785 desi 2.614 3.402 27.5 ab
144.95000000000437 desz -2.627 2.958 27.5 ab
155.84799999999814 desg -0.3226 1.459 27.5 ab
155.86000000000058 desr -0.4228 0.9738 27.5 ab
155.87900000000081 desi 0.471 1.581 27.5 ab
155.90299999999843 desz 0.386 2.577 27.5 ab
163.85199999999895 desg 5.623 2.751 27.5 ab
163.8640000000014 desr 0.5834 1.646 27.5 ab
163.88300000000163 desi 0.8474 2.72 27.5 ab
163.90699999999924 desz 2.092 2.981 27.5 ab
171.8640000000014 desg 4.112 3.25 27.5 ab
171.87900000000081 desr 3.337 2.099 27.5 ab
172.81300000000192 desi -1.437 2.352 27.5 ab
172.83600000000297 desz 1.122 2.427 27.5 ab
173.85199999999895 desg -4.976 3.836 27.5 ab
173.8640000000014 desr -0.7022 1.814 27.5 ab
173.87900000000081 desi 0.1044 3.159 27.5 ab
173.90699999999924 desz 4.763 4.86 27.5 ab
174.85199999999895 desg 5.008 3.352 27.5 ab
174.8640000000014 desr -1.612 1.761 27.5 ab
174.87900000000081 desi 1.4 3.058 27.5 ab
174.90699999999924 desz -4.701 4.781 27.5 ab
