mjd filter flux flux_error zp zpsys
0.0 desg -3.162 3.31 27.5 ab
0.01999999999679858 desr 0.8494 2.239 27.5 ab
0.03899999999703141 desi -3.436 4.492 27.5 ab
0.05099999999947613 desz -10.53 5.328 27.5 ab
8.050999999999476 desg 2.688 6.285 27.5 ab
8.059000000001106 desr 0.2716 3.325 27.5 ab
8.062999999994645 desi -7.072 5.818 27.5 ab
8.070999999996275 desz 0.3464 5.042 27.5 ab
13.046999999998661 desg -19.73 11.8 27.5 ab
13.062999999994645 desr 13.61 6.185 27.5 ab
13.956999999994878 desi -8.39 7.081 27.5 ab
13.972999999998137 desz 7.205 5.424 27.5 ab
16.945999999996275 desg -2.578 11.65 27.5 ab
16.94999999999709 desr -4.868 4.827 27.5 ab
17.03899999999703 desi -5.748 5.6 27.5 ab
17.04699999999866 desz 7.689 5.16 27.5 ab
28.898999999997613 desg -3.134 2.485 27.5 ab
28.90299999999843 desr 2.408 1.66 27.5 ab
28.917999999997846 desi 0.8409 2.508 27.5 ab
28.934000000001106 desz -0.4053 3.934 27.5 ab
36.90299999999843 desg -8.298 7.575 27.5 ab
36.91399999999703 desr 5.997 2.969 27.5 ab
36.937999999994645 desi 9.173 5.026 27.5 ab
36.96099999999569 desz 16.47 5.438 27.5 ab
44.890999999995984 desg 7.282 6.186 27.5 ab
44.89899999999761 desr 17.64 2.526 27.5 ab
44.90699999999924 desi 10.08 3.666 27.5 ab
44.917999999997846 desz 7.183 4.399 27.5 ab
52.8949999999968 desg 13.67 3.409 27.5 ab
52.90299999999843 desr 22.36 2.464 27.5 ab
52.917999999997846 desi 16.16 4.067 27.5 ab
52.934000000001106 desz 18.68 6.793 27.5 ab
60.90999999999622 desg 6.339 3.744 27.5 ab
60.93000000000029 desr 22.46 3.056 27.5 ab
61.90999999999622 desi 20.17 2.965 27.5 ab
61.925999999999476 desz 15.24 3.761 27.5 ab
69.88699999999517 desg 15.47 7.161 27.5 ab
69.90299999999843 desr 22.45 3.807 27.5 ab
70.90299999999843 desi 24.95 6.011 27.5 ab
72.875 desz 17.03 5.033 27.5 ab
74.87099999999919 desg 7.393 6.847 27.5 ab
74.875 desr 14.56 3.958 27.5 ab
74.88300000000163 desi 11.89 6.691 27.5 ab
75.87099999999919 desz 16.27 6.107 27.5 ab
