mjd filter flux flux_error zp zpsys
0.0 desg -1.606 3.31 27.5 ab
0.01999999999679858 desr 1.095 2.239 27.5 ab
0.03899999999703141 desi -0.7004 4.492 27.5 ab
0.05099999999947613 desz 4.786 5.326 27.5 ab
8.050999999999476 desg 2.851 6.285 27.5 ab
8.059000000001106 desr 0.6647 3.325 27.5 ab
8.062999999994645 desi -8.546 5.818 27.5 ab
8.070999999996275 desz -4.282 5.043 27.5 ab
13.046999999998661 desg 19.73 11.8 27.5 ab
13.062999999994645 desr -2.32 6.18 27.5 ab
13.956999999994878 desi 13.57 7.084 27.5 ab
13.972999999998137 desz -8.695 5.424 27.5 ab
16.945999999996275 desg 13.67 11.65 27.5 ab
16.94999999999709 desr 0.7703 4.826 27.5 ab
17.03899999999703 desi -0.5378 5.599 27.5 ab
17.04699999999866 desz -2.56 5.158 27.5 ab
28.898999999997613 desg 2.104 2.48 27.5 ab
28.90299999999843 desr 0.4749 1.657 27.5 ab
28.917999999997846 desi -1.832 2.507 27.5 ab
28.934000000001106 desz 6.552 3.936 27.5 ab
36.90299999999843 desg 24.79 7.594 27.5 ab
36.91399999999703 desr 14.03 2.982 27.5 ab
36.937999999994645 desi 25.09 5.048 27.5 ab
36.96099999999569 desz 8.772 5.433 27.5 ab
44.890999999995984 desg 57.64 6.366 27.5 ab
44.89899999999761 desr 29.66 2.577 27.5 ab
44.90699999999924 desi 32.52 3.722 27.5 ab
44.917999999997846 desz 27.93 4.431 27.5 ab
52.8949999999968 desg 38.29 3.537 27.5 ab
52.90299999999843 desr 22.5 2.466 27.5 ab
52.917999999997846 desi 38.32 4.125 27.5 ab
52.934000000001106 desz 37.02 6.822 27.5 ab
60.90999999999622 desg 12.9 3.758 27.5 ab
60.93000000000029 desr 28.55 3.074 27.5 ab
61.90999999999622 desi 30.01 3.0 27.5 ab
61.925999999999476 desz 33.67 3.807 27.5 ab
69.88699999999517 desg 9.028 7.153 27.5 ab
69.90299999999843 desr 28.46 3.823 27.5 ab
70.90299999999843 desi 29.66 6.021 27.5 ab
72.875 desz 46.43 5.1 27.5 ab
74.87099999999919 desg 2.614 6.839 27.5 ab
74.875 desr 17.25 3.964 27.5 ab
74.88300000000163 desi 6.203 6.691 27.5 ab
75.87099999999919 desz 41.26 6.15 27.5 ab
