mjd filter flux flux_error zp zpsys
0.0 desg -2.007 3.69 27.5 ab
0.01600000000325963 desr 4.114 3.216 27.5 ab
0.031000000002677552 desi 0.4862 3.208 27.5 ab
0.06199999999807915 desz -4.337 3.846 27.5 ab
8.0 desg -2.309 1.25 27.5 ab
8.019000000000233 desr 1.67 0.9564 27.5 ab
8.039000000004307 desi -2.006 1.499 27.5 ab
8.984000000004016 desz -0.8332 1.933 27.5 ab
11.101000000002387 desg -4.797 3.911 27.5 ab
11.109000000004016 desr -3.197 5.581 27.5 ab
11.125 desi -3.487 4.482 27.5 ab
11.152000000001863 desz -7.242 14.39 27.5 ab
11.902000000001863 desg 8.123 5.91 27.5 ab
11.917999999997846 desr -2.445 2.626 27.5 ab
11.940999999998894 desi 0.9717 3.322 27.5 ab
11.961000000002969 desz -1.368 5.055 27.5 ab
17.887000000002445 desg 6.747 7.694 27.5 ab
17.894000000000233 desr 1.03 2.39 27.5 ab
17.914000000004307 desi 3.782 5.108 27.5 ab
17.93699999999808 desz 2.37 4.133 27.5 ab
18.875 desg -6.879 23.92 27.5 ab
18.887000000002445 desr 4.696 3.851 27.5 ab
18.902000000001863 desi 0.8593 5.423 27.5 ab
18.93000000000029 desz 7.413 4.85 27.5 ab
19.887000000002445 desg -0.4496 6.57 27.5 ab
19.93000000000029 desr 4.691 2.917 27.5 ab
19.940999999998894 desi 5.525 5.175 27.5 ab
19.972999999998137 desz -2.724 2.665 27.5 ab
20.870999999999185 desg 3.207 6.045 27.5 ab
20.887000000002445 desr -1.311 2.55 27.5 ab
20.898000000001048 desi 1.629 4.24 27.5 ab
20.93000000000029 desz -0.5092 3.278 27.5 ab
24.86699999999837 desg 6.227 5.185 27.5 ab
24.875 desr -1.75 3.705 27.5 ab
24.889999999999418 desi -12.19 4.198 27.5 ab
24.917999999997846 desz -2.75 8.232 27.5 ab
25.875 desg 1.704 4.872 27.5 ab
25.889999999999418 desr -3.709 2.66 27.5 ab
25.902000000001863 desi -8.308 5.224 27.5 ab
25.93300000000454 desz -5.912 5.32 27.5 ab
26.86699999999837 desg -0.8868 3.164 27.5 ab
26.879000000000815 desr 3.175 2.212 27.5 ab
26.92199999999866 desi -2.655 2.491 27.5 ab
26.95300000000134 desz -7.155 3.697 27.5 ab
27.902000000001863 desg -1.587 2.522 27.5 ab
27.92199999999866 desr -0.4426 1.588 27.5 ab
27.93699999999808 desi -2.971 2.722 27.5 ab
27.957000000002154 desz -0.478 3.106 27.5 ab
32.925999999999476 desg -0.08307 2.167 27.5 ab
32.93699999999808 desr -0.5462 1.654 27.5 ab
32.95300000000134 desi 2.407 2.564 27.5 ab
32.9800000000032 desz 2.202 2.55 27.5 ab
33.91000000000349 desg -3.342 2.191 27.5 ab
33.925999999999476 desr 2.14 1.634 27.5 ab
33.93699999999808 desi -2.617 2.589 27.5 ab
33.96100000000297 desz 6.954 2.984 27.5 ab
34.89800000000105 desg -0.3335 1.718 27.5 ab
34.91000000000349 desr -1.4 1.352 27.5 ab
34.93699999999808 desi 0.3926 3.211 27.5 ab
34.96500000000378 desz 3.299 2.837 27.5 ab
35.94499999999971 desg -1.142 6.561 27.5 ab
35.95300000000134 desr 1.468 2.81 27.5 ab
35.9800000000032 desi -0.342 1.959 27.5 ab
36.00800000000163 desz -1.815 1.933 27.5 ab
37.109000000004016 desg 1.865 1.489 27.5 ab
37.125 desr -0.5704 1.132 27.5 ab
37.14400000000023 desi -0.01776 1.974 27.5 ab
37.167999999997846 desz -0.8605 2.489 27.5 ab
38.15200000000186 desg -0.7281 1.701 27.5 ab
38.167999999997846 desr -0.7461 1.335 27.5 ab
47.86300000000483 desi -0.4804 9.885 27.5 ab
47.89400000000023 desz 9.512 3.972 27.5 ab
48.042999999997846 desg -0.8399 4.947 27.5 ab
48.05500000000029 desr 2.365 2.382 27.5 ab
50.925999999999476 desg 4.651 8.828 27.5 ab
50.93000000000029 desr -3.602 3.396 27.5 ab
50.95300000000134 desi 8.442 3.858 27.5 ab
50.984000000004016 desz 8.936 3.091 27.5 ab
62.98800000000483 desg -0.2773 1.753 27.5 ab
63.004000000000815 desr 4.765 1.221 27.5 ab
63.01600000000326 desi 15.67 2.05 27.5 ab
63.04699999999866 desz 12.78 2.266 27.5 ab
70.98800000000483 desg -2.343 2.075 27.5 ab
71.01200000000244 desr 6.019 1.282 27.5 ab
71.03100000000268 desi 13.45 1.822 27.5 ab
71.05500000000029 desz 15.92 2.312 27.5 ab
77.91400000000431 desg -6.472 4.851 27.5 ab
77.92199999999866 desr 2.441 2.115 27.5 ab
77.93699999999808 desi 16.71 3.078 27.5 ab
77.9690000000046 desz 19.25 2.61 27.5 ab
79.05500000000029 desg 1.856 6.491 27.5 ab
79.06999999999971 desr 2.225 2.702 27.5 ab
79.08600000000297 desi 18.31 5.098 27.5 ab
81.86300000000483 desz 15.91 2.085 27.5 ab
81.9690000000046 desg 4.401 3.054 27.5 ab
81.98400000000402 desr 4.589 1.739 27.5 ab
82.0 desi 11.34 2.665 27.5 ab
92.86699999999837 desg 0.1716 1.371 27.5 ab
92.87900000000081 desr 1.034 0.9011 27.5 ab
92.89800000000105 desi 5.822 1.42 27.5 ab
92.92199999999866 desz 12.13 2.221 27.5 ab
100.87099999999919 desg -1.264 2.67 27.5 ab
100.88300000000163 desr -2.001 1.497 27.5 ab
100.90200000000186 desi 4.099 2.39 27.5 ab
100.92599999999948 desz 6.756 2.438 27.5 ab
106.95300000000134 desg 2.156 4.216 27.5 ab
106.9690000000046 desr 0.02293 1.86 27.5 ab
107.93699999999808 desi -3.127 2.782 27.5 ab
107.9690000000046 desz 7.977 2.979 27.5 ab
110.91799999999785 desg -7.979 6.629 27.5 ab
110.92599999999948 desr 3.449 2.888 27.5 ab
110.93699999999808 desi -0.6211 3.402 27.5 ab
110.9690000000046 desz 4.769 2.959 27.5 ab
121.86699999999837 desg -0.7906 1.459 27.5 ab
121.87900000000081 desr 2.362 0.975 27.5 ab
121.89800000000105 desi 2.473 1.582 27.5 ab
121.92199999999866 desz 1.553 2.577 27.5 ab
129.87099999999919 desg 0.7564 2.749 27.5 ab
129.88300000000163 desr -1.497 1.647 27.5 ab
129.90200000000186 desi -1.335 2.72 27.5 ab
129.92599999999948 desz 4.538 2.982 27.5 ab
137.88300000000163 desg -2.712 3.249 27.5 ab
137.89800000000105 desr 3.383 2.1 27.5 ab
138.83200000000215 desi -0.2243 2.352 27.5 ab
138.8550000000032 desz 2.543 2.427 27.5 ab
139.87099999999919 desg 1.73 3.835 27.5 ab
139.88300000000163 desr -2.276 1.814 27.5 ab
139.89800000000105 desi 0.6127 3.159 27.5 ab
139.92599999999948 desz 1.029 4.859 27.5 ab
140.87099999999919 desg 4.038 3.351 27.5 ab
140.88300000000163 desr -0.5445 1.761 27.5 ab
140.89800000000105 desi 2.799 3.058 27.5 ab
140.92599999999948 desz 2.816 4.781 27.5 ab
