mjd filter flux flux_error zp zpsys
0.0 desg 2.641 10.48 27.5 ab
0.01600000000325963 desr 2.875 7.841 27.5 ab
0.03200000000651926 desi -0.6267 9.311 27.5 ab
0.9770000000062282 desz -2.881 5.328 27.5 ab
1.985000000000582 desg -4.564 3.21 27.5 ab
2.0 desr -0.2601 2.426 27.5 ab
2.0160000000032596 desi 1.944 4.311 27.5 ab
9.957000000002154 desz 34.05 27.33 27.5 ab
10.105999999999767 desg -7.848 25.64 27.5 ab
10.121000000006461 desr 11.84 4.175 27.5 ab
10.961000000002969 desi -4.658 30.96 27.5 ab
15.980999999999767 desg 20.87 4.829 27.5 ab
15.989000000001397 desr 15.75 5.432 27.5 ab
15.993000000002212 desz 20.57 6.556 27.5 ab
22.0 desi 18.7 11.99 27.5 ab
29.926000000006752 desg 17.63 3.042 27.5 ab
29.942000000002736 desr 19.17 2.475 27.5 ab
29.957000000002154 desz 18.78 4.954 27.5 ab
31.922000000005937 desi 20.57 7.042 27.5 ab
37.93000000000029 desg 13.94 2.742 27.5 ab
37.942000000002736 desr 14.97 2.074 27.5 ab
37.957000000002154 desz 23.64 4.073 27.5 ab
40.97700000000623 desi 19.11 3.023 27.5 ab
42.91400000000431 desg 13.93 15.94 27.5 ab
42.92600000000675 desr 20.29 6.074 27.5 ab
42.942000000002736 desz 12.52 15.4 27.5 ab
43.87100000000646 desi 18.45 9.203 27.5 ab
44.07800000000134 desg 5.659 4.135 27.5 ab
44.09000000000378 desr -5.349 15.18 27.5 ab
44.10599999999977 desz 23.57 40.86 27.5 ab
50.06300000000192 desg 31.02 15.05 27.5 ab
50.07100000000355 desr 36.1 5.54 27.5 ab
50.07800000000134 desi 12.53 9.419 27.5 ab
50.08600000000297 desz 22.94 5.818 27.5 ab
51.08600000000297 desg 24.98 14.07 27.5 ab
51.09800000000541 desr 1.576 7.257 27.5 ab
51.1140000000014 desi 22.75 12.96 27.5 ab
51.83600000000297 desz 20.8 7.146 27.5 ab
52.082000000002154 desg 9.295 13.69 27.5 ab
52.0940000000046 desr 17.01 6.685 27.5 ab
52.11000000000058 desi 17.96 12.4 27.5 ab
53.067000000002736 desg 10.53 11.67 27.5 ab
53.082000000002154 desr 18.12 6.033 27.5 ab
53.0940000000046 desi 13.01 10.47 27.5 ab
53.11000000000058 desz 19.69 5.804 27.5 ab
57.06300000000192 desg 7.938 9.648 27.5 ab
57.07800000000134 desr 15.2 4.676 27.5 ab
57.09000000000378 desi 14.29 6.651 27.5 ab
57.10599999999977 desz 5.527 6.752 27.5 ab
58.07800000000134 desg 13.18 7.824 27.5 ab
58.09000000000378 desr 10.85 3.742 27.5 ab
58.10599999999977 desi 22.2 6.099 27.5 ab
58.84000000000378 desz 0.1757 7.013 27.5 ab
59.10599999999977 desg 29.04 11.84 27.5 ab
59.817000000002736 desr 15.25 4.327 27.5 ab
59.825000000004366 desi 24.04 5.49 27.5 ab
60.10599999999977 desg -0.259 10.64 27.5 ab
64.81300000000192 desz 13.26 8.332 27.5 ab
65.08600000000297 desg 5.01 4.216 27.5 ab
65.10200000000623 desr 6.138 3.308 27.5 ab
65.80500000000029 desi 2.417 7.037 27.5 ab
66.07500000000437 desg 3.776 4.139 27.5 ab
66.08600000000297 desr 9.102 3.236 27.5 ab
66.81300000000192 desz 6.181 5.014 27.5 ab
67.08600000000297 desg 6.422 4.251 27.5 ab
67.82100000000355 desr 1.922 2.393 27.5 ab
67.83600000000297 desi 8.917 3.894 27.5 ab
68.9890000000014 desg 7.239 3.003 27.5 ab
68.99600000000646 desz 6.051 4.389 27.5 ab
70.07100000000355 desr 7.15 2.387 27.5 ab
70.08200000000215 desi 20.65 4.25 27.5 ab
79.91800000000512 desg 18.36 12.64 27.5 ab
79.9340000000011 desz 4.79 5.984 27.5 ab
80.03900000000431 desr -7.069 7.78 27.5 ab
80.04700000000594 desi -26.3 12.63 27.5 ab
83.03200000000652 desg -0.3872 10.09 27.5 ab
83.03900000000431 desr 1.651 4.187 27.5 ab
