mjd filter flux flux_error zp zpsys
0.0 desg -65.62 78.09 27.5 ab
0.9879999999975553 desr -6.889 17.58 27.5 ab
1.0 desi 46.38 49.95 27.5 ab
5.109000000004016 desz 0.6423 3.581 27.5 ab
7.972000000001572 desg -0.6849 6.376 27.5 ab
7.980000000003201 desr 6.328 4.332 27.5 ab
7.995999999999185 desi 6.167 7.141 27.5 ab
8.010999999998603 desz 3.061 8.138 27.5 ab
8.980000000003201 desg -2.538 5.671 27.5 ab
8.995999999999185 desr 1.93 4.493 27.5 ab
9.010999999998603 desi 1.588 6.737 27.5 ab
9.027000000001863 desz -7.866 10.17 27.5 ab
16.95300000000134 desg 6.406 5.678 27.5 ab
16.965000000003783 desr -7.85 4.371 27.5 ab
16.976000000002387 desi 4.967 6.463 27.5 ab
16.984000000004016 desz 6.705 6.473 27.5 ab
17.95300000000134 desg 2.598 5.646 27.5 ab
17.965000000003783 desr 4.19 4.331 27.5 ab
17.976000000002387 desi 8.722 6.408 27.5 ab
17.984000000004016 desz -0.1596 6.406 27.5 ab
22.96100000000297 desg -4.062 6.2 27.5 ab
22.965000000003783 desr -2.209 3.586 27.5 ab
22.97200000000157 desi -11.35 6.151 27.5 ab
22.9800000000032 desz 7.029 15.08 27.5 ab
27.940999999998894 desg 19.01 18.69 27.5 ab
27.949000000000524 desr -9.487 9.05 27.5 ab
27.957000000002154 desi -0.4666 11.81 27.5 ab
27.965000000003783 desz 1.132 7.695 27.5 ab
27.987999999997555 desg 31.98 33.49 27.5 ab
37.16399999999703 desg -1.863 2.656 27.5 ab
37.17199999999866 desr 1.551 1.769 27.5 ab
37.18699999999808 desi 0.9308 2.956 27.5 ab
38.109000000004016 desz 4.909 3.244 27.5 ab
45.16399999999703 desg -2.647 2.466 27.5 ab
45.17199999999866 desr 1.507 1.886 27.5 ab
45.179000000003725 desi 4.938 3.018 27.5 ab
47.10100000000239 desz 4.457 2.674 27.5 ab
49.95300000000134 desg 0.6348 5.225 27.5 ab
49.96500000000378 desr 4.262 3.581 27.5 ab
49.97600000000239 desi 9.946 5.475 27.5 ab
49.984000000004016 desz 8.15 5.406 27.5 ab
50.96500000000378 desg -1.61 6.241 27.5 ab
50.97600000000239 desr 13.42 3.631 27.5 ab
50.984000000004016 desi 0.8634 4.923 27.5 ab
56.96100000000297 desz 2.33 5.546 27.5 ab
57.96100000000297 desg -6.819 9.818 27.5 ab
57.96500000000378 desr 8.941 4.326 27.5 ab
57.97200000000157 desi -3.961 7.811 27.5 ab
58.96100000000297 desz 4.528 4.916 27.5 ab
59.96100000000297 desg 14.48 6.919 27.5 ab
59.96899999999732 desr 7.829 2.795 27.5 ab
59.97600000000239 desi 8.647 4.078 27.5 ab
63.96899999999732 desz 3.097 5.691 27.5 ab
64.97600000000239 desg -0.6909 5.171 27.5 ab
64.98400000000402 desr 2.587 5.388 27.5 ab
64.98799999999756 desi 14.63 7.628 27.5 ab
65.97200000000157 desz 2.123 5.125 27.5 ab
66.97200000000157 desg 1.797 3.612 27.5 ab
66.9800000000032 desr 13.59 2.807 27.5 ab
66.98799999999756 desi 15.89 4.823 27.5 ab
72.01900000000023 desz 7.671 5.348 27.5 ab
72.99599999999919 desg -2.973 4.182 27.5 ab
73.00400000000081 desr 13.2 2.846 27.5 ab
73.01900000000023 desi 17.77 4.426 27.5 ab
73.97600000000239 desz 13.34 3.551 27.5 ab
75.03100000000268 desg -0.234 2.833 27.5 ab
75.04699999999866 desr 16.02 2.498 27.5 ab
75.05799999999726 desi 15.12 5.449 27.5 ab
76.19900000000052 desz 8.348 6.296 27.5 ab
83.14800000000105 desg 3.184 6.13 27.5 ab
83.16000000000349 desr 18.47 3.406 27.5 ab
83.17599999999948 desi 10.67 6.221 27.5 ab
87.13999999999942 desz 12.16 5.869 27.5 ab
90.01499999999942 desg -3.483 6.914 27.5 ab
90.03100000000268 desr 15.82 4.093 27.5 ab
90.03899999999703 desi 16.69 8.23 27.5 ab
95.1050000000032 desz 14.32 5.291 27.5 ab
105.10100000000239 desg 2.159 4.036 27.5 ab
105.12099999999919 desr 26.4 2.945 27.5 ab
106.11299999999756 desi 17.42 3.57 27.5 ab
107.11299999999756 desz 19.04 4.302 27.5 ab
116.98400000000402 desg -3.376 14.5 27.5 ab
116.99199999999837 desr 23.01 5.426 27.5 ab
117.0 desi 20.14 5.997 27.5 ab
117.01499999999942 desz 7.231 6.738 27.5 ab
121.05799999999726 desg 6.652 7.761 27.5 ab
121.07400000000052 desr 13.88 3.893 27.5 ab
124.98799999999756 desi 17.58 3.501 27.5 ab
125.0 desz 10.1 4.468 27.5 ab
133.99199999999837 desg 1.512 2.872 27.5 ab
134.0 desr 10.42 2.197 27.5 ab
134.00400000000081 desi 16.8 3.074 27.5 ab
134.01900000000023 desz 10.63 3.671 27.5 ab
145.98400000000402 desg -8.254 14.79 27.5 ab
145.99199999999837 desr 4.358 6.188 27.5 ab
146.0 desi 22.46 6.927 27.5 ab
146.98400000000402 desz 10.39 13.46 27.5 ab
