mjd filter flux flux_error zp zpsys
0.0 desg -0.1486 1.58 27.5 ab
0.008000000001629815 desr -0.6824 1.219 27.5 ab
0.023000000001047738 desi -0.2562 1.862 27.5 ab
0.05099999999947613 desz 1.515 2.119 27.5 ab
8.055000000000291 desg 2.031 1.644 27.5 ab
8.06300000000192 desr 0.3289 1.3 27.5 ab
8.074000000000524 desi -1.816 2.19 27.5 ab
9.004000000000815 desz 7.572 2.714 27.5 ab
16.00800000000163 desg 0.8753 5.96 27.5 ab
16.01600000000326 desr -0.5178 2.524 27.5 ab
16.050999999999476 desi 2.236 3.078 27.5 ab
20.027000000001863 desz 3.367 4.25 27.5 ab
23.99600000000646 desg -1.099 2.913 27.5 ab
24.004000000000815 desr -0.8536 1.365 27.5 ab
24.027000000001863 desi 2.147 3.216 27.5 ab
29.0 desz -2.008 2.606 27.5 ab
36.004000000000815 desg -1.976 1.816 27.5 ab
36.012000000002445 desr -0.3323 1.382 27.5 ab
37.004000000000815 desi 0.4833 2.176 27.5 ab
38.004000000000815 desz 3.257 3.381 27.5 ab
47.95300000000134 desg 10.05 4.336 27.5 ab
47.96100000000297 desr 6.528 1.869 27.5 ab
47.97700000000623 desi 9.01 3.455 27.5 ab
48.95300000000134 desz 9.211 3.703 27.5 ab
52.957000000002154 desg 26.13 4.004 27.5 ab
52.96500000000378 desr 21.9 2.107 27.5 ab
53.957000000002154 desi 13.99 3.034 27.5 ab
