mjd filter flux flux_error zp zpsys
0.0 desz 0.873 7.821 27.5 ab
0.2819999999992433 desg 5.325 4.497 27.5 ab
1.0 desr -8.264 4.107 27.5 ab
1.004000000000815 desi -4.745 6.616 27.5 ab
1.245999999999185 desg 1.516 4.059 27.5 ab
1.25 desz 4.279 6.054 27.5 ab
2.2659999999959837 desg 16.22 13.78 27.5 ab
2.2819999999992433 desr -12.7 10.11 27.5 ab
3.0 desi 1.213 3.695 27.5 ab
3.00800000000163 desz 4.514 4.293 27.5 ab
4.180000000000291 desg 5.271 2.989 27.5 ab
4.187999999994645 desr 2.546 2.281 27.5 ab
11.13300000000163 desi 0.05879 4.915 27.5 ab
11.144999999996799 desz -1.543 4.015 27.5 ab
15.097999999998137 desg 4.849 10.62 27.5 ab
15.114000000001397 desr 5.822 5.056 27.5 ab
18.00800000000163 desi 2.871 6.086 27.5 ab
18.015999999995984 desz -6.734 4.617 27.5 ab
18.214999999996508 desg 1.568 7.739 27.5 ab
18.230999999999767 desr -4.096 3.921 27.5 ab
31.161000000000058 desg 2.747 3.586 27.5 ab
31.167999999997846 desr -4.282 2.731 27.5 ab
31.175999999999476 desi -3.517 4.26 27.5 ab
31.19199999999546 desz 1.601 5.01 27.5 ab
39.175999999999476 desg -0.6781 6.353 27.5 ab
40.129000000000815 desr 3.799 3.13 27.5 ab
40.140999999995984 desi 0.9482 5.038 27.5 ab
40.15699999999924 desz -0.9685 4.104 27.5 ab
45.16399999999703 desg -13.76 12.55 27.5 ab
46.03899999999703 desr -1.265 5.049 27.5 ab
46.050999999999476 desi 10.85 8.737 27.5 ab
46.059000000001106 desz 7.961 5.624 27.5 ab
49.062999999994645 desg 0.4736 11.43 27.5 ab
55.01199999999517 desr 18.16 2.454 27.5 ab
55.0199999999968 desi 15.87 3.57 27.5 ab
55.02799999999843 desz 20.6 3.98 27.5 ab
61.015999999995984 desg 0.9157 2.558 27.5 ab
63.07499999999709 desr 22.74 3.246 27.5 ab
63.08599999999569 desi 6.028 4.31 27.5 ab
63.09399999999732 desz 15.95 5.399 27.5 ab
69.0199999999968 desg -2.217 9.604 27.5 ab
75.03899999999703 desr 6.119 4.574 27.5 ab
75.05099999999948 desi -5.225 7.972 27.5 ab
75.0590000000011 desz 0.702 6.368 27.5 ab
77.00800000000163 desg -11.09 11.45 27.5 ab
84.01199999999517 desr 5.926 2.802 27.5 ab
84.0199999999968 desi -0.1905 4.175 27.5 ab
84.02799999999843 desz 7.907 4.754 27.5 ab
85.01199999999517 desg -2.503 3.701 27.5 ab
93.01599999999598 desr 4.612 3.083 27.5 ab
93.02799999999843 desi 6.179 5.01 27.5 ab
94.01599999999598 desz 7.136 4.043 27.5 ab
95.01599999999598 desg 0.2143 3.553 27.5 ab
104.96899999999732 desr 2.782 2.48 27.5 ab
104.97699999999895 desi 12.26 4.872 27.5 ab
104.98099999999977 desz 7.329 6.564 27.5 ab
105.96899999999732 desg 10.93 5.507 27.5 ab
